Year,Gender,Place,Team,Finish Time
1986,M,33,Sigma Pi,02:28.42
1985,M,1,Cutters,02:24.86
1985,M,2,Phi Delta Theta,02:25.44
1985,M,3,Alpha Epsilon Pi,02:25.64
1985,M,4,Chi Phi,02:27.25
1985,M,5,Rollins,02:27.32
1985,M,6,Collins Graitas,02:27.57
1985,M,7,Sigma Alpha Epsilon,02:28.10
1985,M,8,Acacia,02:28.58
1985,M,9,Cinzano,02:28.74
1985,M,10,Alpha Tau Omega,02:28.88
1985,M,11,Evans Scholars,02:29.95
1985,M,12,Sigma Chi,02:30.12
1985,M,13,Delta Tau Delta,02:30.49
1985,M,14,Pi Kappa Alpha,02:30.62
1985,M,15,Beta Theta Pi,02:30.73
1985,M,16,Sigma Phi Epsilon,02:31.41
1985,M,17,Delta Upsilon,02:31.77
1985,M,18,Latecomers,02:32.11
1985,M,19,Phi Gamma Delta,02:32.59
1985,M,20,Pi Kappa Phi,02:32.71
1985,M,21,Kappa Sigma,02:33.20
1985,M,22,Read Chain Gang,02:33.83
1985,M,23,Dodds House,02:34.43
1985,M,24,Theta Chi,02:34.57
1985,M,25,Phi Kappa Psi,02:34.57
1985,M,26,Thompson V,02:34.62
1985,M,27,Sigma Nu,02:34.69
1985,M,28,Nichols Cyclones,02:35.79
1985,M,29,Lambda Chi Alpha,02:36.26
1985,M,30,Erbeck Memorial Visitors,02:36.42
1985,M,31,Sigma Alpha Mu,02:36.81
1985,M,32,McNutt,02:37.03
1985,M,33,Alpha Sigma Phi,02:37.28
1984,M,1,Sigma Chi,02:21.90
1984,M,2,Beta Theta Pi,02:22.69
1984,M,3,Phi Delta Theta,02:23.39
1984,M,4,Wright-Rollins,02:24.52
1984,M,5,Lambda Chi Alpha,02:24.54
1984,M,6,Sigma Alpha Epsilon,02:25.21
1984,M,7,Alpha Epsilon Pi,02:25.75
1984,M,8,Phi Gamma Delta,02:25.80
1984,M,9,Sigma Nu,02:25.80
1984,M,10,Cutters,02:26.42
1984,M,11,Spokesmen,02:26.51
1984,M,12,Delta Tau Delta,02:26.58
1984,M,13,Wright-Jenkins,02:26.85
1984,M,14,Read Curry,02:26.95
1984,M,15,Kappa Sigma,02:27.04
1984,M,16,Avere,02:27.06
1984,M,17,Alpha Tau Omega,02:27.47
1984,M,18,Sigma Phi Epsilon,02:27.81
1984,M,19,Delta Upsilon,02:27.93
1984,M,20,Sigma Pi,02:28.58
1984,M,21,Acacia,02:28.99
1984,M,22,Cosomic Debris,02:29.12
1984,M,23,Chi Phi,02:29.83
1984,M,24,Evans Scholars,02:29.84
1984,M,25,Wissler 5,02:30.37
1984,M,26,Alpha Sigma Phi,02:30.39
1984,M,27,Pi Kappa Alpha,02:30.70
1984,M,28,Team Collins,02:30.99
1984,M,29,Read Curry 2,02:31.18
1984,M,30,Phi Kappa Psi,02:32.02
1984,M,31,Doddds House,02:32.10
1984,M,32,Kappa Delta Rho,02:32.21
1984,M,33,Wright-Nichols,02:32.52
1983,M,1,Sigma Chi,02:20.37
1983,M,2,Phi Delta Theta,02:20.88
1983,M,3,Beta Theta Pi,02:21.71
1983,M,4,Sigma Phi Epsilon,02:23.25
1983,M,5,Wright-Parks,02:23.40
1983,M,6,Alpha Tau Omega,02:23.45
1983,M,7,Sigma Pi,02:23.46
1983,M,8,Rollins House,02:23.81
1983,M,9,Acacia,02:23.87
1983,M,10,Team Anything,02:24.03
1983,M,11,Phi Gamma Delta,02:24.05
1983,M,12,Sigma Alpha Mu,02:24.43
1983,M,13,Alpha Epsilon Pi,02:24.49
1983,M,14,Kappa Sigma,02:24.75
1983,M,15,Delta Tau Delta,02:25.73
1983,M,16,Chi Phi,02:25.77
1983,M,17,Dodds House,02:25.86
1983,M,18,Jenkins,02:26.36
1983,M,19,Alpha Sigma Phi,02:26.42
1983,M,20,Lambda Chi Alpha,02:26.60
1983,M,21,Willkie Wheelmen,02:26.90
1983,M,22,Sigma Nu,02:26.81
1983,M,23,Zeta Beta Tau,02:26.96
1983,M,24,Tau Kappa Epsilon,02:26.99
1983,M,25,Foster Martin III,02:27.21
1983,M,26,Delta Upsilon,02:27.34
1983,M,27,Phi Kappa Psi,02:27.61
1983,M,28,Sigma Alpha Epsilon,02:27.78
1983,M,29,Read-Curry IV Chaingang,02:28.03
1983,M,30,Pi Kappa Phi,02:28.37
1983,M,31,Wright-Nichols,02:28.79
1983,M,32,Wright-Hummer,02:29.05
1983,M,33,Blitzkriegers,02:29.21
1982,M,1,Sigma Phi Epsilon,02:20.22
1982,M,2,Sigma Alpha Epsilon,02:20.95
1982,M,3,Alpha Tau Omega,02:22.04
1982,M,4,Sigma Chi,02:22.71
1982,M,5,Hummer House,02:22.92
1982,M,6,Chi Phi,02:23.36
1982,M,7,Beta Theta Pi,02:23.38
1982,M,8,Parks House,02:23.50
1982,M,9,Phi Gamma Delta,02:23.87
1982,M,10,Acacia,02:24.45
1982,M,11,Dodds House,02:24.58
1982,M,12,Alpha Epsilon Pi,02:24.86
1982,M,13,curry II Zoo,02:25.12
1982,M,14,Phi Delta Theta,02:25.58
1982,M,15,Willkie Wheelmen,02:25.75
1982,M,16,Kappa Sigma,02:25.75
1982,M,17,Delta Tau Delta,02:25.98
1982,M,18,Rollins House,02:26.05
1982,M,19,boisen I,02:26.46
1982,M,20,Martin II,02:26.93
1982,M,21,Albatross,02:27.05
1982,M,22,Lambda Chi Alpha,02:27.29
1982,M,23,Phi Kappa Psi,02:27.36
1982,M,24,Pi Kappa Phi,02:27.46
1982,M,25,Wissler 3-2,02:27.68
1982,M,26,Tau Kappa Epsilon,02:27.68
1982,M,27,Pi Kappa Alpha,02:27.95
1982,M,28,Delta Chi,02:28.91
1982,M,29,Theta Chi,02:29.33
1982,M,30,Storm,02:29.50
1982,M,31,Jenkins House,02:29.61
1982,M,32,Nichols House,02:29.66
1982,M,33,Sigma Pi,02:30.31
1981,M,1,Phi Delta Theta,02:25.67
1981,M,2,Delta Chi,02:25.89
1981,M,3,Parks House,02:26.57
1981,M,4,Dodds House,02:26.81
1981,M,5,Kappa Sigma,02:27.02
1981,M,6,Sigma Chi,02:27.50
1981,M,7,Tau Kappa Epsilon,02:27.52
1981,M,8,Theta Chi,02:27.70
1981,M,9,Chi Phi,02:28.04
1981,M,10,Wissler Five,02:28.25
1981,M,11,Phi Kappa Psi,02:28.61
1981,M,12,Sigma Nu,02:29.04
1981,M,13,Sigma Alpha Epsilon,02:29.34
1981,M,14,Jenkins House,02:29.46
1981,M,15,Phi Gamma Delta,02:29.48
1981,M,16,Pi Kappa Alpha,02:29.52
1981,M,17,Alpha Sigma Phi,02:29.73
1981,M,18,Willkie Wheelmen,02:30.24
1981,M,19,Alpha Tau Omega,02:30.88
1981,M,20,Acacia,02:31.11
1981,M,21,Wissler Three,02:31.40
1981,M,22,Hummer House,02:31.52
1981,M,23,Sigma Phi Epsilon,02:31.61
1981,M,24,Rollins House,02:31.79
1981,M,25,Alpha Epsilon Pi,02:32.01
1981,M,26,Evens Scholars,02:32.09
1981,M,27,boisen I,02:32.11
1981,M,28,Pi Kappa Phi,02:32.92
1981,M,29,Sigma Pi,02:33.51
1981,M,30,Nichols House,02:34.34
1981,M,31,Blitzkriegers,02:34.78
1981,M,32,Curry Two,02:34.82
1981,M,33,Delta Tau Delta,02:35.92
1980,M,1,Beta Theta Pi,02:26.00
1980,M,2,Delta Chi,02:28.32
1980,M,3,Pi Kappa Alpha,02:30.82
1980,M,4,Wissler 5,02:30.84
1980,M,5,Willkie South 5,02:30.90
1980,M,6,Sigma Alpha Epsilon,02:31.02
1980,M,7,Pi Kappa Phi,02:31.06
1980,M,8,Phi Gamma Delta,02:31.61
1980,M,9,Chi Phi,02:31.89
1980,M,10,Dodds House,02:31.97
1980,M,11,Sigma Chi,02:32.02
1980,M,12,Phi Kappa Psi,02:32.96
1980,M,13,Sigma Nu,02:33.26
1980,M,14,Willkie south 3,02:33.26
1980,M,15,Theta Chi,02:33.43
1980,M,16,Nichols House,02:34.51
1980,M,17,Martin 3,02:34.53
1980,M,18,Shea-3 Foster,02:34.68
1980,M,19,Kappa Sigma,02:34.85
1980,M,20,Willkie South 10,02:34.87
1980,M,21,Jenkins House,02:34.89
1980,M,22,Delta Upsilon,02:35.22
1980,M,23,Parks House,02:35.64
1980,M,24,Alpha Epsilon Pi,02:35.86
1980,M,25,Phi Delta Theta,02:36.03
1980,M,26,Acacia,02:36.30
1980,M,27,Cravens A - MRC,02:36.46
1980,M,28,Crone Born Losers,02:36.93
1980,M,29,Sigma Phi Epsilon,02:37.36
1980,M,30,Willkie 4 Storm,02:37.57
1980,M,31,Willkie South 7,02:37.78
1980,M,32,Alpha Tau Omega,02:37.86
1980,M,33,Blitzkriegers,02:37.94
1979,M,1,Sigma Chi,02:21.34
1979,M,2,Sigma Alpha Epsilon,02:25.96
1979,M,3,Alpha Epsilon Pi,02:26.68
1979,M,4,Theta Chi,02:26.71
1979,M,5,Delta Chi,02:26.84
1979,M,6,Wissler III,02:26.88
1979,M,7,Delta Tau Delta,02:27.02
1979,M,8,Pi Kappa Phi,02:27.33
1979,M,9,Wissler V,02:27.63
1979,M,10,Sigma Phi Epsilon,02:28.06
1979,M,11,Willkie South Suite,02:28.14
1979,M,12,Phi Kappa Psi,02:28.39
1979,M,13,Dodds House,02:28.55
1979,M,14,Pi Kappa Alpha,02:29.14
1979,M,15,Beta Theta Pi,02:29.69
1979,M,16,Delgado Ground,02:29.77
1979,M,17,Alpha Tau Omega,02:30.11
1979,M,18,Delta Upsilon,02:30.76
1979,M,19,Chi Phi,02:31.06
1979,M,20,Willkie Sosuth Five,02:31.07
1979,M,21,Willkie Deca 10,02:31.21
1979,M,22,Martin III,02:31.25
1979,M,23,Lambda Chi Alpha,02:31.48
1979,M,24,Alpha Sigma Phi,02:31.48
1979,M,25,Hummer House,02:31.54
1979,M,26,Tau Kappa Epsilon,02:31.84
1979,M,27,Rollins House,02:32.31
1979,M,28,Kappa Sigma,02:32.31
1979,M,29,Jenkins House,02:32.40
1979,M,30,Cravens B,02:32.60
1979,M,31,Mass Riders,02:32.97
1979,M,32,Acacia,02:33.11
1979,M,33,Willkie South III,02:33.12
1978,M,1,Tau Kappa Epsilon,02:23.50
1978,M,2,Sigma Chi,02:25.83
1978,M,3,Delta Chi,02:26.22
1978,M,4,Phi Kappa Psi,02:27.53
1978,M,5,Deltla Tau Delta,02:27.64
1978,M,6,Theta Chi,02:28.21
1978,M,7,Alpha Epsilon Pi,02:28.24
1978,M,8,Pi Kappa Phi,02:28.44
1978,M,9,Kappa Sigma,02:29.39
1978,M,10,Hummer House,02:30.10
1978,M,11,Nichols House,02:30.30
1978,M,12,Elkin II,02:30.30
1978,M,13,Sigma Nu,02:30.46
1978,M,14,Willkie South Suite,02:30.91
1978,M,15,Alpha Tau Omega,02:30.98
1978,M,16,Sigma Phi Epsilon,02:31.11
1978,M,17,Dodds House,02:31.31
1978,M,18,Lambda Chi Alpha,02:31.35
1978,M,19,Acacia,02:31.35
1978,M,20,Rollins House,02:31.64
1978,M,21,Pi Kappa Alpha,02:31.74
1978,M,22,Willkie Three,02:31.76
1978,M,23,Phi Delta Theta,02:31.79
1978,M,24,Sigma Pi,02:31.98
1978,M,25,Evans Scholars,02:32.40
1978,M,26,Phi Gamma Delta,02:32.59
1978,M,27,Willkie Deca,02:32.93
1978,M,28,Kappa Delta Rho,02:33.99
1978,M,29,Martin III,02:34.01
1978,M,30,Alpha Sigma Phi,02:34.01
1978,M,31,Magee I,02:34.15
1978,M,32,Wissler 5,02:34.37
1978,M,33,Beta Theta Pi,02:34.82
1977,M,1,Delta Chi,02:21.80
1977,M,2,Phi Delta Theta,02:27.16
1977,M,3,Phi Gamma Delta,02:27.48
1977,M,4,Sigma Alpha Epsilon,02:27.49
1977,M,5,Wilkie South III,02:27.60
1977,M,6,Alpha Epsilon Pi,02:27.88
1977,M,7,Phi Kappa Psi,02:28.12
1977,M,8,Tau Kappa Epsilon,02:28.13
1977,M,9,Beta Theta Pi,02:28.45
1977,M,10,Sigma Pi,02:28.73
1977,M,11,Pi Kappa Alpha,02:29.33
1977,M,12,Martin III,02:29.40
1977,M,13,Parks House,02:30.00
1977,M,14,Sigma Phi Epsilon,02:30.47
1977,M,15,Nichols House,02:30.96
1977,M,16,Rollins House,02:31.18
1977,M,17,Theta Chi,02:31.28
1977,M,18,Delta Tau Delta,02:31.60
1977,M,19,Evans Scholars,02:31.64
1977,M,20,Acacia,02:31.68
1977,M,21,Magee I,02:32.22
1977,M,22,Sigma Chi,03:32.85
1977,M,23,Chi Phi,02:32.93
1977,M,24,Kappa Sigma,02:33.03
1977,M,25,Theta Xi,02:33.37
1977,M,26,Alpha Sigma Phi,02:33.45
1977,M,27,Velo-Men,02:33.48
1977,M,28,Signa Phi Nothing,02:34.03
1977,M,29,Jenkins House,02:34.62
1977,M,30,Jenkinson II,02:26.04
1977,M,31,Shea III,02:36.45
1977,M,32,Kappa Delta Rho,02:36.79
1977,M,33,Martin II,02:37.07
1976,M,1,Delta Chi,02:20.90
1976,M,2,Phi Gamma Delta,02:21.23
1976,M,3,Dodds House,02:23.38
1976,M,4,Sigma Alpha Epsilon,02:23.82
1976,M,5,Theta Xi,02:24.71
1976,M,6,Phi Delta Theta,02:25.50
1976,M,7,Wright Rollins,02:25.58
1976,M,8,Acacia,02:26.12
1976,M,9,Wright Nichols,02:26.25
1976,M,10,Kappa Sigma,02:26.33
1976,M,11,Delta Tau Delta,02:26.68
1976,M,12,Foster Magee I,02:26.79
1976,M,13,Teter Boisen IV,02:26.89
1976,M,14,Beta Theta Pi,02:27.16
1976,M,15,Sigma Phi Epsilon,02:27.42
1976,M,16,Wright Parks,02:27.47
1976,M,17,Sigma Nu,02:27.51
1976,M,18,Sigma Chi,02:27.58
1976,M,19,Teter Wissler V,02:28.51
1976,M,20,Evans Scholars,02:28.70
1976,M,21,Chi Phi,02:29.75
1976,M,22,MRC Cravens,02:29.83
1976,M,23,Sigma Pi,02:29.94
1976,M,24,Pi Kappa Phi,02:30.01
1976,M,25,Lambda Chi Alpha,02:30.48
1976,M,26,Delta Upsilon,02:30.89
1976,M,27,Kappa Delta Rho,02:31.26
1976,M,28,Phi Kappa Psi,02:31.37
1976,M,29,Theta Chi,02:31.46
1976,M,30,Alpha Epsilon Pi,02:31.69
1976,M,31,Foster Martin III,02:31.72
1976,M,32,Alpha Sigma Phi,02:31.88
1976,M,33,Foster Martin II,02:32.31
1975,M,1,Delta Chi,02:24.95
1975,M,2,Acacia,02:26.23
1975,M,3,Phi Gamma Delta,02:28.05
1975,M,4,Shea 2,02:28.91
1975,M,5,Dodds House,02:29.03
1975,M,6,Wilkie South 3,02:29.49
1975,M,7,Evans Scholars,02:30.35
1975,M,8,Sigma Nu,02:30.39
1975,M,9,Sigma Alpha Epsilon,02:30.63
1975,M,10,Wissler 5,02:30.98
1975,M,11,Delta Tau Delta,02:31.01
1975,M,12,Read Independent,02:32.01
1975,M,13,Kappa Sigma,02:32.03
1975,M,14,Theta Chi,02:32.20
1975,M,15,Alpha Tau Omega,02:33.07
1975,M,16,Beta Theta Pi,02:33.24
1975,M,17,Phi Kappa Psi,02:33.87
1975,M,18,Chi Phi,02:33.91
1975,M,19,Cravens B,02:33.96
1975,M,20,Jenkinson Gtround,02:34.05
1975,M,21,Phi Delta Theta,02:34.33
1975,M,22,Delgado Ground,02:34.82
1975,M,23,Martin 3,02:34.84
1975,M,24,Magee 1,02:35.30
1975,M,25,Hummer Co-op,02:36.37
1975,M,26,Wilkie South 10,02:36.55
1975,M,27,Delta Upsilon,02:36.62
1975,M,28,Boisen 4,02:36.63
1975,M,29,Theta Xi,02:36.66
1975,M,30,Alpha Epsilon Pi,02:36.77
1975,M,31,Sigma Pi,02:37.13
1975,M,32,Kappa Delta Rho,02:37.36
1975,M,33,Pi Kappa Phi,02:37.98
1974,M,1,Sigma Alpha Epsilon,02:22.43
1974,M,2,Delta Chi,02:22.51
1974,M,3,Dodds House,02:25.28
1974,M,4,Kappa Sigma,02:25.58
1974,M,5,Shea II,02:26.50
1974,M,6,Sigma Phi Epsilon,02:26.51
1974,M,7,Sigma Pi,02:27.14
1974,M,8,Martin V,02:28.32
1974,M,9,Sigma Nu,02:28.36
1974,M,10,Acacia,02:28.50
1974,M,11,Theta Xi,02:29.62
1974,M,12,Phi Kappa Psi,02:29.70
1974,M,13,Alpha Tau Omega,02:29.97
1974,M,14,Sigma Chi,02:30.11
1974,M,15,Beta Theta Pi,02:30.25
1974,M,16,Delta Tau Delta,02:30.68
1974,M,17,Delta Upsilon,02:31.52
1974,M,18,Phi Gamma Delta,02:31.61
1974,M,19,Rollins House,02:32.11
1974,M,20,Cravens B,02:32.43
1974,M,21,Willkie South III,02:32.70
1974,M,22,Phi Delta Theta,02:32.84
1974,M,23,Evans Scholars,02:33.83
1974,M,24,Pi Kappa Phi,02:34.10
1974,M,25,Lambda Chi Alpha,02:34.10
1974,M,26,Theta Chi,02:34.20
1974,M,27,Wissler V,02:35.50
1974,M,28,Magee I,02:36.53
1974,M,29,Shea III,02:36.54
1974,M,30,Read,02:37.30
1974,M,31,Willkie South VI,02:40.24
1974,M,32,Crone,02:40.31
1974,M,33,Willkie South X,02:40.91
1973,M,1,Dodds House,02:30.48
1973,M,2,Phi Gamma Delta,02:30.50
1973,M,3,Sigma Alpha Epsilon,02:31.06
1973,M,4,Delta Upsilon,02:32.02
1973,M,5,Delta Chi,02:32.05
1973,M,6,Kappa Sigma,02:32.53
1973,M,7,Briscoe,02:32.71
1973,M,8,Phi Kappa Psi,02:33.15
1973,M,9,Pi Kappa Phi,02:33.46
1973,M,10,Acacia,02:33.83
1973,M,11,Sigma Pi,02:35.54
1973,M,12,Theta Chi,02:35.90
1973,M,13,Beta Theta Pi,02:36.06
1973,M,14,Sigma Phi Epsilon,02:36.30
1973,M,15,Pi Kappa Alpha,02:36.71
1973,M,16,Evans Scholars,02:37.00
1973,M,17,Sigma Nu,02:37.20
1973,M,18,Martin III,02:37.63
1973,M,19,Sigma Chi,02:37.80
1973,M,20,Phi Delta Theta,02:37.90
1973,M,21,Alpha Tau Omega,02:38.23
1973,M,22,Martin II,02:38.40
1973,M,23,Shea II,02:38.73
1973,M,24,Cravens B,02:39.51
1973,M,25,Theta Xi,02:39.83
1973,M,26,Deltla Tau Delta,02:40.04
1973,M,27,Lambda Chi Alpha,02:40.95
1973,M,28,Shea III,02:41.07
1973,M,29,Alpha Epsilon Pi,02:41.88
1973,M,30,Wissler IV,02:42.20
1973,M,31,Bordner NW,02:42.47
1973,M,32,Willkie south 3,02:42.65
1973,M,33,Cyclotrons,02:43.05
1972,M,1,Delta Chi,02:28.37
1972,M,2,Sigma Nu,02:28.49
1972,M,3,Phi Delta Theta,02:29.38
1972,M,4,Sigma Alpha Epsilon,02:30.25
1972,M,5,Acacia,02:30.26
1972,M,6,Kappa Sigma,02:30.37
1972,M,7,Delta Upsilon,02:30.45
1972,M,8,Phi Gamma Delta,02:31.15
1972,M,9,Phi Kappa Psi,02:31.15
1972,M,10,Sigma Chi,02:31.30
1972,M,11,Delta Tau Delta,02:31.50
1972,M,12,Briscoe V,02:31.53
1972,M,13,Dodds House,02:32.11
1972,M,14,Sigma Phi Epsilon,02:32.13
1972,M,15,Martin III,02:32.60
1972,M,16,Crone Hall,02:33.16
1972,M,17,Evans Scholars,02:34.36
1972,M,18,Pi Kappa Alpha,02:34.41
1972,M,19,Theta Chi,02:34.52
1972,M,20,Pi Kappa Phi,02:35.22
1972,M,21,Alpha Tau Omega,02:35.35
1972,M,22,Beta Theta Pi,02:36.07
1972,M,23,Cravens Hall B,02:36.11
1972,M,24,Sigma Pi,02:36.26
1972,M,25,Martin III,02:36.52
1972,M,26,Shea Ground,02:37.92
1972,M,27,Kappa Delta Rho,02:37.93
1972,M,28,Sigma Alpha Mu,02:38.41
1972,M,29,Theta Xi,02:38.61
1972,M,30,Alpha Epsilon Pi,02:39.05
1972,M,31,Alpha Sigma Phi,02:39.37
1972,M,32,Parks House,02:39.50
1972,M,33,Funky's,02:40.73
1971,M,1,Kappa Sigma,02:28.68
1971,M,2,Acacia,02:31.14
1971,M,3,Alpha Tau Omega,02:31.75
1971,M,4,Phi Kappa Psi,02:32.05
1971,M,5,Sigma Nu,02:32.35
1971,M,6,Beta Theta Pi,02:32.98
1971,M,7,Briscoe,02:33.61
1971,M,8,Martin III,02:33.73
1971,M,9,Dodds House,02:34.01
1971,M,10,Lambda Chi Alpha,02:34.10
1971,M,11,Pi Kappa Alpha,02:34.90
1971,M,12,Sigma Chi,02:35.15
1971,M,13,Sigma Alpha Epsilon,02:35.35
1971,M,14,Phi Gamma Delta,02:35.67
1971,M,15,Delta Chi,02:35.78
1971,M,16,Delta Sigma Pi,02:36.18
1971,M,17,Delta Upsilon,02:36.72
1971,M,18,Delta Tau Delta,02:36.88
1971,M,19,Crone,02:36.98
1971,M,20,Sigma Phi Epsilon,02:37.17
1971,M,21,Sigma Alpha Mu,02:37.67
1971,M,22,Sigma Pi,02:37.67
1971,M,23,Bryan,02:37.70
1971,M,24,Teter,02:38.36
1971,M,25,Pi Kappa Phi,02:38.96
1971,M,26,Willkie VI,02:38.97
1971,M,27,Magee II,02:39.29
1971,M,28,Theta Chi,02:39.43
1971,M,29,Evans Scholars,02:39.52
1971,M,30,Dewey,02:39.64
1971,M,31,Willkie IV,02:40.67
1971,M,32,Theta Xi,02:41.02
1971,M,33,Phi Delta Theta,02:41.28
1970,M,1,Delta Chi,02:31.05
1970,M,2,Wilkie VII,02:31.20
1970,M,3,Sigma Alpha Epsilon,02:31.56
1970,M,4,Dodds House,02:32.17
1970,M,5,Sigma Phi Epsilon,02:33.33
1970,M,6,Sigma Nu,02:34.14
1970,M,7,Lambda Chi Alpha,02:34.91
1970,M,8,Acacia,02:34.91
1970,M,9,Theta Chi,02:35.11
1970,M,10,Martin III,02:35.45
1970,M,11,Kappa Sigma,02:35.51
1970,M,12,Phi Kappa Psi,02:35.70
1970,M,13,Beta Theta Pi,02:35.76
1970,M,14,Shea II,02:35.79
1970,M,15,Phi Kappa Theta,02:36.04
1970,M,16,Briscoe B,02:36.45
1970,M,17,Alpha Tau Omega,02:36.50
1970,M,18,Sigma Chi,02:37.18
1970,M,19,Zeta Beta Tau,02:37.61
1970,M,20,Sigma Alpha Mu,02:38.60
1970,M,21,Chi Phi,02:38.60
1970,M,22,Phi Gamma Delta,02:38.61
1970,M,23,Sigma Pi,02:39.38
1970,M,24,Phi Delta Theta,02:39.51
1970,M,25,Pi Kappa Alpha,02:39.88
1970,M,26,Delta Tau Delta,02:39.90
1970,M,27,Cravens C,02:40.06
1970,M,28,Crone House,02:40.27
1970,M,29,Alpha Sigma Phi,02:40.29
1970,M,30,Evans Scholars,02:40.47
1970,M,31,Shea III,02:41.36
1970,M,32,Magee II,02:41.59
1970,M,33,Wright Dewey,02:42.43
1969,M,1,Phi Delta Theta,02:30.72
1969,M,2,Alpha Tau Omega,02:32.29
1969,M,3,Kappa Sigma,02:32.47
1969,M,4,Delta Upsilon,02:33.58
1969,M,5,Martin 3,02:34.23
1969,M,6,Sigma Alpha Mu,02:34.36
1969,M,7,Beta Theta Pi,02:35.12
1969,M,8,Delta Chi,02:35.34
1969,M,9,Sigma Nu,02:35.39
1969,M,10,Phi Kappa Tau,02:35.63
1969,M,11,Phi Kappa Theta,02:35.65
1969,M,12,Phi Gamma Delta,02:36.07
1969,M,13,Sigma Chi,02:36.24
1969,M,14,Acacia,02:36.27
1969,M,15,Pi Kappa Alpha,02:37.07
1969,M,16,Dodds House,02:37.20
1969,M,17,Briscoe,02:37.43
1969,M,18,Phi Kappa Psi,02:38.34
1969,M,19,Sigma Phi Epsilon,02:38.37
1969,M,20,Kappa Delta Rho,02:38.63
1969,M,21,Zeta Beta Tau,02:38.96
1969,M,22,Theta Chi,02:39.06
1969,M,23,Sigma Alpha Epsilon,02:39.17
1969,M,24,Delta Tau Delta,02:39.46
1969,M,25,Theta Xi,02:39.64
1969,M,26,Tau Kappa Epsilon,02:40.26
1969,M,27,Wissler IV,02:40.76
1969,M,28,Cravens C Friars,02:40.87
1969,M,29,Sigma Pi,02:41.21
1969,M,30,Alpha Epsilon Pi,02:43.09
1969,M,31,McNutt,02:46.03
1969,M,32,Willkie,02:46.22
1969,M,33,Shea II,02:49.54
1968,M,1,Sigma Nu,02:25.45
1968,M,2,Lambda Chi Alpha,02:25.71
1968,M,3,Phi Kappa Theta,02:25.80
1968,M,4,Alpha Tau Omega,02:25.85
1968,M,5,Sigma Chi,02:26.00
1968,M,6,Phi Kappa Psi,02:26.50
1968,M,7,Phi Gamma Delta,02:26.65
1968,M,8,Sigma Alpha Epsilon,02:27.20
1968,M,9,Dodds House,02:27.75
1968,M,10,Phi Delta Theta,02:28.60
1968,M,11,Kappa Delta Rho,02:28.65
1968,M,12,Zeta Beta Tau,02:28.66
1968,M,13,Phi Epsilon Pi,02:29.00
1968,M,14,Delta Upsilon,02:29.45
1968,M,15,Magee II,02:29.60
1968,M,16,Wilkie,02:30.00
1968,M,17,Sigma Phi Epsilon,02:30.01
1968,M,18,Kappa Sigma,02:30.21
1968,M,19,Beta Theta Pi,02:30.35
1968,M,20,Chi Phi,02:30.45
1968,M,21,Phi Kappa Tau,02:31.50
1968,M,22,Hummer House,02:31.50
1968,M,23,Sigma Alpha Mu,02:30.20
1968,M,24,Martin III,02:33.00
1968,M,25,Theta Chi,02:33.25
1968,M,26,Acacia,02:33.45
1968,M,27,Wissler IV,02:33.60
1968,M,28,Pi Kappa Phi,02:34.18
1968,M,29,Wilkie Co-op,02:34.20
1968,M,30,Pi Kappa Alpha,02:32.30
1968,M,31,Cravens Friars,02:35.15
1968,M,32,McNutt,02:35.60
1968,M,33,Tau Kappa Epsilon,02:35.85
1967,M,1,Phi Kappa Theta,02:29.63
1967,M,2,Sigma Phi Epsilon,02:30.45
1967,M,3,Phi Gamma Delta,02:31.00
1967,M,4,Alpha Tau Omega,02:31.25
1967,M,5,Sigma Alpha Epsilon,02:31.85
1967,M,6,Sigma Chi,02:32.25
1967,M,7,Kappa Sigma,02:32.47
1967,M,8,Kappa Deelta Rho,02:32.75
1967,M,9,Phi Delta Theta,02:32.75
1967,M,10,Phi Kappa Psi,02:33.00
1967,M,11,Martin III,02:34.25
1967,M,12,Lambda Chi Alpha,02:34.72
1967,M,13,Dodds House,02:35.25
1967,M,14,Phi Epsilon Pi,02:35.37
1967,M,15,Chi hPhi,02:36.27
1967,M,16,Delta Tau Delta,02:36.75
1967,M,17,Zeta Beta Tau,02:37.00
1967,M,18,Edmondson II,02:37.05
1967,M,19,Cravens C Friars,02:37.15
1967,M,20,Tau Kappa Epsilon,02:37.25
1967,M,21,Delta Upsilon,02:37.50
1967,M,22,Magee II,02:37.55
1967,M,23,Acacia,02:37.75
1967,M,24,Sigma Pi,02:38.30
1967,M,25,Beta Theta Pi,02:38.55
1967,M,26,Sigma Nu,02:38.63
1967,M,27,Stew Bums,02:39.00
1967,M,28,Fergason House,02:39.50
1967,M,29,Theta Chi,02:40.00
1967,M,30,Wilkie Co-op,02:40.75
1967,M,31,Briscoe I,02:40.80
1967,M,32,Wissler IV,02:41.02
1967,M,33,Alpha Epsilon Pi,02:41.40
1966,M,1,Phi Gamma Delta,02:25.82
1966,M,2,Sigma Phi Epsilon,02:29.25
1966,M,3,Sigma Alpha Epsilon,02:29.82
1966,M,4,Beta Theta Pi,02:30.77
1966,M,5,Sigma Nu,02:32.00
1966,M,6,Acacia,02:32.47
1966,M,7,Theta Chi,02:32.60
1966,M,8,Delta Upsilon,02:32.67
1966,M,9,Alpha Tau Omega,02:33.20
1966,M,10,Phi Kappa Psi,02:33.34
