Year,Gender,Place,Name,Team,Finish Time
2006,M,145,David Pabian,Ashton,02:51.180
2006,M,146,Alex Rich,Sigma Pi,02:51.780
2006,M,147,Christian Jansen,Sigma Chi,02:51.820
2006,M,148,Mark Snyder,Zeta Beta Tau,02:52.800
2006,M,149,Kirk Weesner,Pi Kappa Alpha,02:56.030
2006,M,150,Karl Schaefer,Evans Scholars,02:56.295
2006,M,151,Tom Eckerle,Pi Kappa Phi,02:58.580
2006,M,152,Brian Goodspeed,Black Key Bulls,03:01.250
2006,M,153,Mike Curley,Sigma Pi,03:01.515
2006,F,1,Jess Sapp,Kappa Kappa Gamma,02:36.500
2006,F,2,Katie Thompson,Alpha Phi,02:39.000
2006,F,3,Lindsey Manck,Kappa Delta,02:39.720
2006,F,4,Trevy Ramos,Alpha Phi,02:39.915
2006,F,5,Abby Cooper,Bella Veloce,02:40.685
2006,F,6,Kirstin Olson,Alpha Gamma Delta,02:41.300
2006,F,7,Sarah Reike,Teter,02:41.530
2006,F,8,Laura Horvath,Cycledelics,02:41.610
2006,F,9,Rudi Romaine,Roadrunners,02:42.400
2006,F,10,Brittany Mahoney,Theta,02:42.590
2006,F,11,Jessica Caulter,Roadrunners,02:42.720
2006,F,12,Colleen Groth,Kappa Kappa Gamma,02:43.220
2006,F,13,Lauren Ziemba,Kappa Delta,02:43.250
2006,F,14,Jaimie Hewitt,Wing It,02:43.345
2006,F,15,Pam Loebig,Cycledelics,02:43.610
2006,F,16,Kristi Hewitt,Wing It,02:44.625
2006,F,17,Meg Church,Cycledelics,02:44.960
2006,F,18,Maggie Ossola,Alpha Phi,02:45.050
2006,F,19,Anna Stark,Armed Forces,02:45.180
2006,F,20,Ann Hackett,Delta Gamma,02:45.610
2006,F,21,Jackie Moeller,Teter,02:46.005
2006,F,22,Caroline Andrew,Kappa Kappa Gamma,02:46.050
2006,F,23,Mia Williams,Bella Veloce,02:46.150
2006,F,24,Jennifer Sherman,Alpha Gamma Delta,02:46.625
2006,F,25,Katie Haft,Athena,02:46.630
2006,F,26,Celeste Dro,Zeta Tau Alpha,02:46.940
2006,F,27,Jessica Lander,Delta Gamma,02:47.140
2006,F,28,Cecily Brasseur,Alpha Chi Omega,02:47.675
2006,F,29,Liz Pallotta,Kappa Alpha Theta,02:48.025
2006,F,30,Olivia Yeagy,Athena,02:48.215
2006,F,31,Lindsey Cook,Team Revolution,02:48.310
2006,F,32,Sydney Hatten,Teter,02:48.740
2006,F,33,Ellen Smith,Zeta Tau Alpha,02:48.765
2006,F,34,Stephanie Donlan,Alpha Omicron Pi,02:48.900
2006,F,35,Kim Loebig,Cycledelics,02:49.015
2006,F,36,Ali McCormick,Kappa Alpha Theta,02:49.380
2006,F,37,Anna Gartner,Kappa Kappa Gamma,02:49.680
2006,F,38,Tina Barniak,Team Revolution,02:49.845
2006,F,39,Kat Shaw,Alpha Chi Omega,02:49.860
2006,F,40,Heather Conley,Delta Sigma Pi,02:49.890
2006,F,41,Lauren Beverage,Athena,02:50.000
2006,F,42,Kate Laudermilk,Alpha Phi,02:50.040
2006,F,43,Julianne Ellis,Delta Gamma,02:50.240
2006,F,44,Lauren Reynolds,Kappa Delta,02:50.270
2006,F,45,Evelyn Ewing,Stellar,02:51.140
2006,F,46,Ashley Greulich,Alpha Omicron Pi,02:51.150
2006,F,47,Kate Kauss,Athena,02:51.265
2006,F,48,Mary Henney,Mezcla,02:51.590
2006,F,49,Jamie McNichols,Chi Omega,02:52.510
2006,F,50,Nattie Deinlein,Alpha Chi Omega,02:52.710
2006,F,51,Allison Lafferty,Roadrunners,02:52.810
2006,F,52,Liz Oliver,Kappa Alpha Theta,02:52.865
2006,F,53,Laura Miller,Alpha Gamma Delta,02:52.960
2006,F,54,Elizabeth Emerson,Alpha Kappa Psi,02:53.250
2006,F,55,Jenna Friedman,Alpha Gamma Delta,02:53.460
2006,F,56,Nicole Williamson,Bella Veloce,02:53.475
2006,F,57,Gretchen Freytag,Delta Zeta,02:53.630
2006,F,58,Amanda Plogsta,Delta Sigma Chi,02:53.675
2006,F,59,Emily Svendsen,Alpha Omicron Pi,02:54.030
2006,F,60,Allyson Smith,Bella Veloce,02:54.330
2006,F,61,Megan Mueller,Phi Mu,02:54.720
2006,F,62,Morgan Mcneely,Delta Zeta,02:55.130
2006,F,63,Amanda Marquet,Delta Zeta,02:55.300
2006,F,64,Jessica Lukas,Armed Forces,02:55.750
2006,F,65,Emily Erdmann,Armed Forces,02:56.060
2006,F,66,Denise Petry,Armed Forces,02:56.360
2006,F,67,Amy Schneider,Alpha Chi Omega,02:56.600
2006,F,68,Laura Burke,Bella Veloce,02:57.460
2006,F,69,Kim Hanan,High Ride,02:57.480
2006,F,70,Amber Breimeir,Alpha Gamma Delta,02:57.545
2006,F,71,Amy Grub,Kappa Delta,02:57.710
2006,F,72,Katie Bolen,Kappa Alpha Theta,02:57.780
2006,F,73,Elenore O'Donnell,Alpha Gamma Delta,02:57.840
2006,F,74,Katelyn Fairburn,Vitalita!,02:58.000
2006,F,75,Becky Luthman,High Ride,02:58.280
2006,F,76,Bridget Cahill,Delta Delta Delta,02:58.410
2006,F,77,Jessica Lobel,Chi Omega,02:58.470
2006,F,78,Abby Miller,Alpha Omicron Pi,02:58.700
2006,F,79,Emily Wozniak,Roadrunners,02:58.770
2006,F,80,Alana Robertson,Stellar,02:59.250
2006,F,81,Maria PeGan,Chi Omega,02:59.565
2006,F,82,Jenna Whiteaker,Wing It,02:59.610
2006,F,83,Heidi Featherstone,Pi Beta Phi,02:59.685
2006,F,84,Katherine Porter,Alpha Kappa Psi,02:59.965
2006,F,85,Caitlin Coar,Team Revolution,03:00.500
2006,F,86,Tasha Cockerham,High Ride,03:00.630
2006,F,87,Joanna Goldberg,Zeta Tau Alpha,03:00.690
2006,F,88,Stephanie Sobic,Pi Beta Phi,03:01.020
2006,F,89,Jessica Mattox,Delta Zeta,03:01.270
2006,F,90,Jessica Barajas,Mezcla,03:01.370
2006,F,91,Jade Bowman,Wing It,03:01.540
2006,F,92,Richelle Medellin,Delta Sigma Pi,03:02.010
2006,F,93,Raechelle Medellin,Delta Sigma Pi,03:02.340
2006,F,94,Kristina Heath,Delta Gamma,03:03.405
2006,F,95,Emily Clarke,Alpha Phi,03:04.120
2006,F,96,Lizzy Street,Alpha Phi,03:04.540
2006,F,97,Kelsey Duke,High Ride,03:05.750
2006,F,98,Kendra Lower,Zeta Tau Alpha,03:05.885
2006,F,99,Reba London,Alpha Gamma Delta,03:06.200
2006,F,100,Jenna Green,Team Revolution,03:06.705
2006,F,101,Frances Chang,Alpha Kappa Psi,03:06.945
2006,F,102,Julia Nicolini,Delta Zeta,03:07.160
2006,F,103,Janet Pleitner,Phi Mu,03:07.830
2006,F,104,Meredith Treinen,Pi Beta Phi,03:08.290
2006,F,105,Melissa Buchtman,Phi Mu,03:09.115
2006,F,106,Tristin Allen,Alpha Gamma Delta,03:09.490
2006,F,107,Liz Wilkinson,Kappa Alpha Theta,03:09.620
2006,F,108,Brittany Henson,Phi Mu,03:09.715
2006,F,109,Katherine Ntiamoah,Vitalita!,03:11.330
2006,F,110,Tracey Friedman,Stellar,03:11.570
2006,F,111,Claire Hawking,Delta Delta Delta,03:13.835
2006,F,112,Jen Naye,Pi Beta Phi,03:14.580
2006,F,113,Mirelle Rosera,Alpha Omicron Pi,03:14.690
2006,F,114,Brittany Allen,Chi Omega,03:14.885
2006,F,115,Betsy Meyer,Vitalita!,03:15.220
2006,F,116,Brittney Chenoweth,Alpha Xi Delta,03:16.030
2006,F,117,Elisabeth Epstein,Phi Mu,03:27.560
2005,M,1,Hans Arnesen,Alpha Tau Omega,02:15.78
2005,M,2,Matt Davis,Phi Gamma Delta,02:17.86
2005,M,3,Craig Luekens,Dodds House,02:19.69
2005,M,4,Sasha Land,Cutters,02:19.70
2005,M,5,David Caughlin,Cutters,02:20.81
2005,M,6,Stephen Spencer,Phi Gamma Delta,02:20.81
2005,M,7,Kevin Moore,Dodds House,02:22.93
2005,M,8,Michael Carey,Briscoe,02:23.75
2005,M,9,Ryan Smith,Delta Upsilon,02:23.89
2005,M,10,Joseph Keck,Phi Gamma Delta,02:24.01
2005,M,11,Alex Bishop,Cutters,02:24.03
2005,M,12,Greg Buhay,Cutters,02:24.31
2005,M,13,Adam Fryska,Cutters,02:24.79
2005,M,14,Drew Moore,Phi Gamma Delta,02:24.81
2005,M,15,Jason Purdy,Delta Upsilon,02:25.36
2005,M,16,Charles Pall,Phi Kappa Psi,02:25.41
2005,M,17,Timothy Smith,Briscoe,02:25.67
2005,M,18,Chapman Blackwell,Sigma Chi,02:25.80
2005,M,19,Andy Cvengros,Acacia,02:26.42
2005,M,20,Collin Meadows,Delta Sigma Pi,02:26.79
2005,M,21,Ryder Timberlake,Collins,02:27.00
2005,M,22,Marc Lodyga,Achtung,02:27.22
2005,M,23,Dan Gantzer,Sigma Pi,02:27.23
2005,M,24,Matt Kubal,Briscoe,02:27.23
2005,M,25,Daniel Houchens,Dodds House,02:27.32
2005,M,26,Justin Peterson,Forest,02:27.34
2005,M,27,Bill Colbert,Delta Upsilon,02:27.91
2005,M,28,Christopher Chartier,Dodds House,02:27.93
2005,M,29,Steven Glasgow,Alpha Tau,02:27.94
2005,M,30,Michael Paulin,Alpha Tau,02:28.51
2005,M,31,Dan Gaz,Phi Kappa Psi,02:28.99
2005,M,32,Mikael Armstrong,Beta Theta Pi,02:29.11
2005,M,33,Rob Weber,Delta Upsilon,02:29.13
2005,M,34,David Mann,Alpha Tau,02:29.22
2005,M,35,Eric Stewart,Phi Kappa Psi,02:29.33
2005,M,36,Sean Imboden,Forest,02:29.47
2005,M,37,John Camacho,Sigma Pi,02:29.50
2005,M,38,Kevin Kempf,Phi Gamma Delta,02:29.51
2005,M,39,Joshua Beisel,Sigma Chi,02:29.63
2005,M,40,Nathan Moorhouse,Phi Sigma Kappa,02:29.64
2005,M,41,Kyle Murphy,Delta Upsilon,02:29.82
2005,M,42,Joe Downey,LiSiHi,02:30.06
2005,M,43,Jon Bannister,Phi Gamma Delta,02:30.61
2005,M,44,Rob Westfall,Phi Gamma Delta,02:30.62
2005,M,45,Reginald Hayes,Chi Phi,02:30.76
2005,M,46,Scott Robertson,Alpha Epsilon Pi,02:31.39
2005,M,47,Drew Kushnick,Sigma Alpha Mu,02:31.55
2005,M,48,Nick Haskamp,Sigma Pi,02:31.62
2005,M,49,Pat Ahlberg,Acacia,02:31.65
2005,M,50,Ryan Harrison,LiSiHi,02:31.74
2005,M,51,Eric Styacich,Phi Kappa Psi,02:31.82
2005,M,52,Steve Pry,Phi Kappa Sigma,02:32.11
2005,M,53,Jared Hoff,Briscoe,02:32.72
2005,M,54,Anthony Moorman,Beta Theta Pi,02:33.19
2005,M,55,Adam Niemand,Phi Sigma Kappa,02:33.62
2005,M,56,Peter Schlifke,Wright Cycling,02:33.63
2005,M,57,Jeffrey Schwab,Phi Sigma Kappa,02:33.71
2005,M,58,Bryce Wernsman,Forest,02:33.73
2005,M,59,Erik Hamilton,Cinzano,02:33.77
2005,M,60,Brandon DeHart,Cinzano,02:33.96
2005,M,61,Jeremy Hess,Alpha Tau,02:33.98
2005,M,62,David Hallander,Phi Kappa Sigma,02:34.32
2005,M,63,Daniel Braun,Delta Sigma Pi,02:34.46
2005,M,64,John Palmer,Collins,02:34.53
2005,M,65,Andrew Beck,Phi Gamma Delta,02:34.63
2005,M,66,Palmer Hart,Delta Tau Delta,02:34.68
2005,M,67,Joseph Reitan,Wright Cycling,02:34.69
2005,M,68,Jannson Engleman,Forest,02:34.76
2005,M,69,Anthony Gabriel,LiSiHi,02:34.85
2005,M,70,Mike Shaw,Phi Sigma Kappa,02:34.86
2005,M,71,Kyle Brown,Signa Chi,02:35.10
2005,M,72,John Fischer,Sigma Nu,02:35.01
2005,M,73,Ryan Taylor,Sigma Nu,02:35.11
2005,M,74,Jon Chan,Lambda Chi,02:35.15
2005,M,75,Nick Szymanski,Acacia,02:35.21
2005,M,76,Michael Kushnick,Sigma Alpha Mu,02:35.32
2005,M,77,Luke Snell,Collins,02:35.80
2005,M,78,Charles Benson,Collins,02:35.93
2005,M,79,James Coulter,Collins,02:36.13
2005,M,80,Brad Davidson,Pi Kappa Phi,02:36.16
2005,M,81,Jonathan Frey,Achtung,02:36.23
2005,M,82,David Schweer,Phi Kappa Psi,02:36.24
2005,M,83,Matthew Ryan,Sigma Nu,02:36.25
2005,M,84,Kansei Umeno,Pi Kappa Phi,02:36.46
2005,M,85,Kyle Davidson,Wright Cycling,02:37.12
2005,M,86,Jim Howland,LiSiHi,02:37.13
2005,M,87,Jay Tucker,Alpha Epsilon Pi,02:37.33
2005,M,88,Ben Gerber,Sigma Alpha Mu,02:37.35
2005,M,89,Ali Camara,Team Major,02:37.60
2005,M,90,Adam Luther,Alpha Tau,02:37.61
2005,M,91,Ben Blad,Pi Kappa Alpha,02:37.70
2005,M,92,Ryan Swain,Pi Kappa Phi,02:37.97
2005,M,93,Ilya Zlotnik,Sigma Pi,02:38.39
2005,M,94,Mark Wilson,Delta Tau Delta,02:38.53
2005,M,95,David Foong,Mezcla,02:39.22
2005,M,96,Carl Eveleigh,Acacia,03:29.25
2005,M,97,Jonathan Knight,Phi Kappa Sigma,02:39.45
2005,M,98,Brandon Shaw,Parrothead,02:39.54
2005,M,99,Craig Ness,Parrothead,02:39.67
2005,M,100,Avi Loewenstein,Delta Sigma Pi,02:39.78
2005,M,101,Brian Laiderman,Alpha Tau,02:40.21
2005,M,102,Will Hurley,Sigma Nu,02:40.27
2005,M,103,Chris Lausche,Evans Scholars,02:40.50
2005,M,104,Michael Esworthy,Beta Theta Pi,02:40.51
2005,M,105,Nathan Miller,Beta Theta Pi,02:40.59
2005,M,106,Kenny Sinak,Evans Scholars,02:40.91
2005,M,107,Jared Winkelman,Parrothead,02:40.95
2005,M,108,Cory Szybala,Pi Kappa Alpha,02:41.23
2005,M,109,Kyle Cowden,LiSiHi,02:41.24
2005,M,110,Ryan McKinnie,Cinzano,02:41.28
2005,M,111,Aaron Zelin,Cinzano,02:41.36
2005,M,112,Matt Furnish,Evans Scholars,02:41.47
2005,M,113,Michael Retter,Alpha Epsilon Pi,02:41.69
2005,M,114,Justin Huff,Acacia,02:41.83
2005,M,115,William Boese,Pi Kappa Alpha,02:42.02
2005,M,116,Evan Bricker,Alpha Epsilon Pi,02:42.48
2005,M,117,Nick White,Achtung,02:42.52
2005,M,118,Shane Whittington,Cinzano,02:42.94
2005,M,119,Matt Sperling,Lambda Chi,02:42.11
2005,M,120,Micha Siegel,Sigma Alpha Mu,02:43.72
2005,M,121,Raj Joseph,Wright Cycling,02:43.75
2005,M,122,Christopher Bauer,Chi Phi,02:44.89
2005,M,123,Vincent Martin,Pi Kappa Phi,02:45.17
2005,M,124,Jonathan Treinish,Chi Phi,02:45.93
2005,M,125,David Leiner,Team Major,02:46.22
2005,M,126,Daniel Trope,Zeta Beta Tau,02:46.26
2005,M,127,Stefan Kovalcik,Pi Kappa Phi,02:46.37
2005,M,128,Alfonso Lerma,Mezcla,02:47.19
2005,M,129,Simeon Commissiong,Team Major,02:47.44
2005,M,130,Robert Devitt,Phi Kappa Sigma,02:47.81
2005,M,131,Robert Kates,Chi Phi,02:49.70
2005,M,132,Neil Solomon,Sigma Alpha Mu,02:49.77
2005,M,133,Douglas North,Delta Tau Delta,02:50.70
2005,M,134,Jason Harless,Evans Scholars,02:54.03
2005,M,135,Nick Brewer,Sigma Pi,02:54.69
2005,M,136,Rob Gough,Sigma Chi,02:56.15
2005,M,137,Matt Leach,Phi Kappa Sigma,02:56.82
2005,M,138,Adam Shapiro,Zeta Beta Tau,02:58.65
2005,M,139,Mitchell Weiss,Alpha Epsilon Pi,03:02.94
2005,F,1,Liz Milne,Kappa Alpha Theta,02:35.3
2005,F,2,Kelsey Cooper,Kappa Kappa Gamma,02:35.5
2005,F,3,Meredith Horner,Kappa Kappa Gamma,02:36.4
2005,F,4,Jessica Sapp,Kappa Kappa Gamma,02:36.5
2005,F,5,Abby Cooper,Bella Veloce,02:37.3
2005,F,6,Jessica Lindemann,Teter,02:37.9
2005,F,7,Mia Dragon,Teter,02:40.1
2005,F,8,Brittany Mahoney,Kappa Alpha Theta,02:40.7
2005,F,9,Kathleen Shaw,Alpha Chi Omega,02:41.2
2005,F,10,Lindsey Manck,Kappa Delta,02:41.3
2005,F,11,Maggie Ossola,Alpha Phi,02:42.6
2005,F,12,Lynn Englum,Delta Zeta,02:42.6
2005,F,13,Sarah Rieke,Teter,02:42.7
2005,F,14,Katy Ligler,Bella Veloce,02:43.4
2005,F,15,Katie Thompson,Alpha Phi,02:43.8
2005,F,16,Kathryn Douglas,Teter,02:43.9
2005,F,17,Nicole Vincent,Kappa Alpha Theta,02:44.5
2005,F,18,Kirstin Olson,Alpha Gamma Delta,02:44.5
2005,F,19,Katherine Haft,Athena,02:44.6
2005,F,20,Kelsey Flora,Phi Mu,02:44.9
2005,F,21,Ann Hackett,Delta Gamma,02:45.2
2005,F,22,Jayne Jeffries,Delta Gamma,02:45.8
2005,F,23,Andrea Trotta,Delta Zeta,02:46.3
2005,F,24,Gretchen Freytag,Delta Zeta,02:46.4
2005,F,25,Katy Kopp,Kappa Kappa Gamma,02:46.7
2005,F,26,Elizabeth Oliver,Kappa Alpha Theta,02:46.8
2005,F,27,Shauna Santare,Alpha Omicron Pi,02:46.9
2005,F,28,Lacey Voland,Speed,02:47.1
2005,F,29,Kate Compagno,Gamma Phi Beta,02:47.2
2005,F,30,Julie Morgan,Alpha Xi Delta,02:47.4
2005,F,31,Celeste Dro,Zeta Tau Alpha,02:47.6
2005,F,32,Jessica Coulter,Roadrunners,02:47.6
2005,F,33,Natalie Deinlein,Alpha Chi Omega,02:47.7
2005,F,34,Laura Young,Kappa Alpha Theta,02:47.8
2005,F,35,Libby Hiple,Delta Gamma,02:48.0
2005,F,36,Celeste Luzadder,Chi Omega,02:48.1
2005,F,37,Kate Kruse,Kappa Alpha Theta,02:48.2
2005,F,38,Kim Loebig,Cycledelics,02:48.3
2005,F,39,Megan Chobany,Alpha Gamma Delta,02:48.7
2005,F,40,Lindsay Bury,Alpha Xi Delta,02:48.9
2005,F,41,Kimberly Talaga,Alpha Phi,02:49.1
2005,F,42,Margaret Allen,Alpha Chi Omega,02:49.3
2005,F,43,Kate Laudermilk,Alpha Phi,02:49.6
2005,F,44,Kasey Branam,Collins,02:49.7
2005,F,45,Leah French,Cycledelics,02:49.7
2005,F,46,Caroline Andrew,Kappa Kappa Gamma,02:49.7
2005,F,47,Mary Byrne,Army ROTC (W),02:49.8
2005,F,48,Sarah Fredrickson,Roadrunners,02:49.9
2005,F,49,Mia Williams,Bella Veloce,02:50.0
2005,F,50,Laura Miller,Alpha Gamma Delta,02:50.4
2005,F,51,Ali McCormick,Kappa Alpha Theta,02:50.7
2005,F,52,Olivia Fradin,Team Marshall,02:50.8
2005,F,53,Kate Kauss,Athena,02:50.9
2005,F,54,Megan Church,Cycledelics,02:51.1
2005,F,55,Andrea Crawford,Kappa Delta,02:51.3
2005,F,56,Brittany Porter,Kappa Kappa Gamma,02:51.4
2005,F,57,Jessica Lukas,Army ROTC (W),02:51.4
2005,F,58,Jennifer Sherman,Alpha Gamma Delta,02:51.5
2005,F,59,Laura Horvath,Cycledelics,02:51.6
2005,F,60,Melissa David,Alpha Xi Delta,02:51.8
2005,F,61,Marla McMorris,Collins,02:51.9
2005,F,62,Laura Patton,Roadrunners,02:52.1
2005,F,63,Cecily Brasseur,Alpha Chi Omega,02:52.2
2005,F,64,Elizabeth Houck,Alpha Xi Delta,02:52.7
2005,F,65,Trevy Ramos,Alpha Phi,02:52.9
2005,F,66,Angela Metzenrs,Alpha Kappa Psi,02:53.1
2005,F,67,Jamie McNichols,Chi Omega,02:53.4
2005,F,68,Jolene Diekow,Alpha Kappa Psi,02:53.9
2005,F,69,Emily Svendsen,Alpha Omicron Pi,02:54.0
2005,F,70,Monique Monzo,Delta Gamma,02:54.4
2005,F,71,Ellen Smith,Zeta Tau Alpha,02:54.4
2005,F,72,Elizabeth Tegart,Mezcla (W),02:54.4
2005,F,73,Kathleen Shifley,Delta Gamma,02:54.5
2005,F,74,Colleen Groth,Kappa Kappa Gamma,02:54.5
2005,F,75,Jessica Mason,Alpha Kappa Psi,02:54.8
2005,F,76,Angela Metzner,Alpha Kappa Psi,02:54.9
2005,F,77,Stephanie Donlan,Alpha Omicron Pi,02:55.2
2005,F,78,Deirdre Armstrong,Alpha Phi,02:55.5
2005,F,79,Megan Mueller,Phi Mu,02:55.7
2005,F,80,Cassie Neureiter,Gamma Phi Beta,02:56.1
2005,F,81,Erica Hein,Athena,02:56.2
2005,F,82,Jenna Kirkpatrick,Gamma Phi Beta,02:56.5
2005,F,83,Mary Compton Craig,Zeta Tau Alpha,02:56.5
2005,F,86,Jessica Baragas,Mezcla (W),02:56.9
2005,F,87,Lauren Beverage,Athena,02:56.9
2005,F,84,Erin Flinn,Delta Sigma Pi,02:57.0
2005,F,85,Jenna Heilers,Speed,02:57.0
2005,F,88,Jenn Kinzel,Collins,02:57.5
2005,F,89,Rino Kumaki,Alpha Kappa Psi,02:57.8
2005,F,90,Alyssa Schlatter,Kappa Delta,02:57.9
2005,F,91,Jenna Friedman,Alpha Gamma Delta,02:57.9
2005,F,92,Denise Petry,Army ROTC (W),02:58.4
2005,F,93,Sophia McCormick,Phi Mu,02:59.1
2005,F,94,Cathleen Scott,Speed,02:59.3
2005,F,95,Jessica Geisler,Delta Zeta,02:59.4
2005,F,96,Amber Breimeir,Alpha Gamma Delta,02:59.8
2005,F,97,Julie Zofness,Gamma Phi Beta,03:00.2
2005,F,98,Alice Broughton,Collins,03:00.3
2005,F,99,Sarah White,Alpha Omicron Pi,03:00.6
2005,F,100,Melissa Buchtman,Phi Mu,03:01.1
2005,F,101,Catherine Sweetwood,Phi Mu,03:01.4
2005,F,102,Laura Sauerberg,Delta Delta Delta,03:01.5
2005,F,103,Lauren Magee,Kappa Delta,03:01.5
2005,F,104,Nicole Rutigliano,Kappa Kappa Gamma,03:01.6
2005,F,105,Joanna Fleckman,Alpha Omicron Pi,03:01.8
2005,F,106,Tara Mason,Speed,03:02.4
2005,F,107,Holly Haskell,Chi Omega,03:02.5
2005,F,108,Kristen Holmes,Alpha Gamma Delta,03:04.0
2005,F,109,Jennifer Keirn,Alpha Delta Pi,03:04.6
2005,F,110,Caroline Philbrick,Roadrunners,03:05.8
2005,F,111,Elizabeth Gibson,Phi Mu,03:06.1
2005,F,112,Stephanie Kushman,Alpha Phi Omega,03:06.3
2005,F,113,Heidi Featherstone,Pi Beta Phi,03:06.5
2005,F,114,Loren Coghill,Pi Beta Phi,03:06.8
2005,F,115,Anna Roberts,Team Stellar,03:07.5
2005,F,116,Shannon Mulcrone,Alpha Phi Omega,03:08.1
2005,F,117,Brittany Allen,Chi Omega,03:08.1
2005,F,118,Meredith Treinen,Pi Beta Phi,03:08.1
2005,F,119,Nilaja Neely,Team Marshall,03:09.0
2005,F,120,Beth Snyder,Delta Delta Delta,03:10.7
2005,F,121,Jeria Dotson,Team Marshall,03:11.3
2005,F,122,Rosa Bonilla,Mezcla (W),03:11.4
2005,F,123,Shina Bernstein,Athena,03:12.1
2005,F,124,Tracy Friedman,Team Stellar,03:12.5
2005,F,125,Ashley Williams,Delta Delta Delta,03:12.7
2005,F,126,Anna Hooven,Alpha Delta Pi,03:13.4
2005,F,127,Elizabeth Cedoz,Alpha Phi Omega,03:15.7
2005,F,128,Laura Jonikaitis,Army ROTC (W),03:15.8
2005,F,129,Monica Reyes,Mezcla (W),03:16.0
2005,F,130,Markeyta Martin,Team Marshall,03:16.5
2005,F,131,Stephanie Levin,Sigma Delta Tau,03:16.9
2005,F,132,Jamie Snow,Sigma Delta Tau,03:18.6
2005,F,133,Leigh Cohen,Zeta Tau Alpha,03:21.0
2005,F,134,Ashley Lockowitz,Alpha Delta Pi,03:22.4
2005,F,135,Renee Lauver,Alpha Delta Pi,03:28.8
2005,F,136,Kristen Seuberling,Alpha Delta Pi,03:30.7
2005,F,137,Jessica Reiter,Sigma Delta Tau,03:38.6
2004,M,1,Chris Vargo,Cutters,02:21.49
2004,M,2,Matt Davis,Phi Gamma Delta,02:21.73
2004,M,3,Craig Luekens,Dodds House,02:22.82
2004,M,4,Hans Arnesen,Alpha Tau Omega,02:23.73
2004,M,5,Brady Gibney,Acacia,02:23.86
2004,M,6,Jason Fowler,Cutters,02:23.86
2004,M,7,David Jordan,ACR,02:24.29
2004,M,8,Steve Spencer,Phi Gamma Delta,02:25.24
2004,M,9,Sasha Land,Cutters,02:25.57
2004,M,10,John Hoffman,Phi Delta Theta,02:25.86
2004,M,11,Charlie Crause,Phi Gamma Delta,02:26.69
2004,M,12,John Comacho,Sigma Pi,02:26.89
2004,M,13,Russell VanderGenugten,Cutters,02:26.98
2004,M,14,Tim Smith,Briscoe,02:27.16
2004,M,15,David Caughlin,Cutters,02:27.17
2004,M,16,C.T. Blackwell,ACR,02:27.85
2004,M,17,Greg Buhay,Cutters,02:28.73
2004,M,18,Ryan Smith,Delta Upsilon,02:29.01
2004,M,19,Ryan Brown,Acacia,02:29.77
2004,M,20,Chas Pall,Phi Kappa Psi,02:29.86
2004,M,21,Bobby Allen,Acacia,02:30.38
2004,M,22,Erik Styacich,Phi Kappa Psi,02:30.58
2004,M,23,Jared Hoff,Briscoe,02:30.67
2004,M,24,Justin Torellas,Dodds House,02:31.09
2004,M,25,Julio German,Team Major Taylor,02:31.13
2004,M,26,Jeff Haller,Sigma Chi,02:31.14
2004,M,27,Andy Cvengros,Acacia,02:31.22
2004,M,28,Steve Ballinger,Team Major Taylor,02:31.25
2004,M,29,Josh Beisel,Sigma Chi,02:31.40
2004,M,30,Justin Butler,Sincere,02:31.80
2004,M,31,Tom Meersman,Alpha Tau Omega,02:32.02
2004,M,32,Mark Lodyga,Achtung,02:32.22
2004,M,33,Joe Keck,Phi Gamma Delta,02:32.61
2004,M,34,Kevin Moore,Dodds House,02:32.69
2004,M,35,Andrew Prinsen,Teter Men,02:32.80
2004,M,36,Chris Moss,Chi Phi,02:32.86
2004,M,37,Mike Gallagher,Cutters,02:33.04
2004,M,38,Steve Cunningham,Chi Phi,02:33.30
2004,M,39,Reggie Hayes,Chi Phi,02:33.57
2004,M,40,J.R. Chappell,Wright Cycling,02:33.86
2004,M,41,Chris Bence,Alpha Tau Omega,02:34.05
2004,M,42,Adam Luken,Phi Kappa Sigma,02:34.11
2004,M,43,Mike Carey,Briscoe,02:34.19
2004,M,44,Spencer Kruse,Sincere,02:34.22
2004,M,45,Ryan Taylor,Sigma Nu,02:34.24
2004,M,46,Daniel Heidenreich,Delta Tau Delta,02:34.30
2004,M,47,Jon Garman,Sigma Chi,02:34.39
2004,M,48,Christopher Charter,Dodds House,02:34.41
2004,M,49,Ryan Taylor,Phi Gamma Delta,02:34.47
2004,M,50,Jeffry Thompson,Delta Tau Delta,02:34.71
2004,M,51,Eric Derheimer,ACR,02:34.74
2004,M,52,Simeon Commissiong,Team Major Taylor,02:34.75
2004,M,53,Eric Stewart,Phi Kappa Psi,02:34.79
2004,M,54,Tyler Christman,Wright Cycling,02:35.02
2004,M,55,Christopher Beck,Army ROTC,02:35.13
2004,M,56,Colin Meadows,Delta Sigma Pi,02:35.18
2004,M,57,Sean Imboden,Forest,02:35.20
2004,M,58,Justin Purdy,Delta Upsilon,02:35.37
2004,M,59,Jannson Engleman,Forest,02:35.48
2004,M,60,Tim Hertel,Kimball,02:35.87
2004,M,61,John Cosgrove,Kimball,02:36.08
2004,M,62,Dan Gaz,Phi Kappa Psi,02:36.11
2004,M,63,Brian Adams,Phi Kappa Psi,02:36.14
