Year,Gender,Place,Name,Team,Finish Time
2017,F,107,Emily Johns,Wing It Cycling,03:03.050
2017,F,108,Zoe Vriesman,Alpha Sigma Alpha,03:03.173
2017,F,109,MJ Schulz,Delta Zeta,03:03.310
2017,F,110,Jessi Cialdella,Phi Gamma Nu,03:03.520
2017,F,111,Amanda Keene,Melanzana,03:03.683
2017,F,112,Kaitlyn Paris,Alpha Chi Omega,03:04.002
2017,F,113,Carlie Etter,Cru Cycling,03:04.103
2017,F,114,Louisa Fan,Delta Sigma Pi,03:04.967
2017,F,115,Rachel Bounds,Cru Cycling,03:05.330
2017,F,116,Katie Rosner,Alpha Sigma Alpha,03:05.455
2017,F,117,Mary Humphrey,Theta Phi Alpha,03:06.103
2017,F,118,Sonja Popovich,Alpha Gamma Delta,03:07.043
2017,F,119,Amelia McCann,Theta Phi Alpha,03:07.095
2017,F,120,Regan Kirsch,Alpha Sigma Alpha,03:07.330
2017,F,121,Elizabeth Eller,Alpha Gamma Delta,03:07.330
2017,F,122,Saanchi Dham,Phi Gamma Nu,03:07.765
2017,F,123,Eleanor Berg,Alpha Phi,03:08.207
2017,F,124,Haley Garl,Teter,03:08.260
2017,F,125,Margaret McCarthy,Kappa Kappa Gamma,03:08.480
2017,F,126,Mackenzie Passmore,Delta Gamma,03:08.730
2017,F,127,Kate Gillum,Alpha Gamma Delta,03:09.247
2017,F,128,Lauren Towne,Phi Gamma Nu,03:09.540
2017,F,129,Ellie Klemsz,Wing It Cycling,03:09.923
2017,F,130,Marnie Schrader,Delta Gamma,03:10.220
2017,F,131,Kayley Adams,_,03:10.330
2017,F,132,Sydney Bullard,Kappa Kappa Gamma,03:10.563
2017,F,133,Vanessa Pereira,Kappa Kappa Gamma,03:10.747
2017,F,134,Brianna Shoemaker,Sigma Kappa,03:11.083
2017,F,135,Clare Choinack,Kappa Delta,03:11.290
2017,F,136,Mya Spalding,Delta Gamma,03:11.490
2017,F,137,Kelsey Endahl,Wing It Cycling,03:11.833
2017,F,138,Reagan Brankle,Melanzana,03:11.840
2017,F,139,Alexandra Viterisi,Kappa Kappa Gamma,03:12.415
2017,F,140,Clare Donohue,_,03:12.600
2017,F,141,Tyler McDowell,Alpha Gamma Delta,03:12.793
2017,F,142,Paige Dausinas,Kappa Delta,03:13.133
2017,F,143,Anna Phillip,Camp Kesem Cycling,03:13.220
2017,F,144,Dayna Pedzinski,Alpha Omicron Pi,03:14.390
2017,F,145,Ashley Yuska,Delta Gamma,03:14.620
2017,F,146,Abigail Lecy,Cru Cycling,03:15.327
2017,F,147,Grace Landry,Camp Kesem Cycling,03:16.190
2017,F,148,Amy Hausfeld,Gamma Phi Beta,03:16.330
2017,F,149,Hannah Rayner,Phi Gamma Nu,03:16.353
2017,F,150,Julia Zhu,Kappa Kappa Gamma,03:16.773
2017,F,151,Emily Mailman,Phi Mu,03:16.985
2017,F,152,Hannah Nodus,Delta Zeta,03:18.127
2017,F,153,Lydia Merriman,Camp Kesem Cycling,03:18.380
2017,F,154,Natalie Ferguson,Gamma Phi Beta,03:18.560
2017,F,155,Rachel Slepian,Sigma Delta Tau,03:18.785
2017,F,156,Hailey Meyer,Delta Phi Epsilon,03:19.017
2017,F,157,Aly Hendricks,IU Nursing,03:19.410
2017,F,158,Marlo Owczarzak,Sweet Potato Club,03:19.497
2017,F,159,Madison Kautsky,Alpha Gamma Delta,03:20.040
2017,F,160,Maddie Roger,Alpha Xi Delta,03:20.635
2017,F,161,Julia Briano,Alpha Phi,03:23.073
2017,F,162,Rebekah Poscover,Sigma Delta Tau,03:23.360
2017,F,163,Laura Eaton,Independent Council,03:23.940
2017,F,164,Amy Leffler,Delta Gamma,03:24.060
2017,F,165,Jordana Pollard,Sigma Delta Tau,03:25.367
2017,F,166,Michaela Dumesny,Sweet Potato Club,03:27.140
2017,F,167,Maria Ruiz,Alpha Phi,03:28.160
2017,F,168,Sydney Chaiken,Alpha Epsilon Pi,03:32.473
2017,F,169,Cheyenne Ledford,RideOn,03:32.490
2017,F,170,Mackenzie Breen,Alpha Epsilon Pi,03:34.000
2017,F,171,Halle Fromson,Delta Phi Epsilon,03:36.377
2017,F,172,Emilee Brown,Alpha Omicron Pi,03:39.105
2017,F,173,Sammi Nozick,Alpha Epsilon Pi,03:41.470
2017,F,174,Meghan Mileski,Phi Mu,03:42.373
2017,F,175,Cassidy Aronin,Alpha Epsilon Pi,03:45.400
2017,F,176,Hannah Zuckerman,Sigma Delta Tau,04:02.820
2017,F,177,Tamar Tecktiel,Sigma Delta Tau,04:08.413
2016,M,1,Joseph Krahulik,Sigma Alpha Epsilon,02:17.24
2016,M,2,Luke Tormoehlen,Delta Tau Delta,02:19.60
2016,M,3,Nick Thiery,Cutters,02:20.68
2016,M,4,Kyle Knight,Beta Theta Pi,02:20.71
2016,M,5,Charlie Hammon,Black Key Bulls,02:21.38
2016,M,6,Ryan Romenesko,Phi Delta Theta,02:21.93
2016,M,7,Nicholas Hartman,Black Key Bulls,02:22.50
2016,M,8,Spencer Brauchla,Black Key Bulls,02:22.80
2016,M,9,Joseph Hunt,Forest Cycling,02:23.54
2016,M,10,Erik Schwedland,Cutters,02:24.27
2016,M,11,Evan Zehr,Wright Cycling,02:24.70
2016,M,12,Rob Lee,Phi Delta Theta,02:24.87
2016,M,13,Xavier Martinez,Black Key Bulls,02:25.19
2016,M,14,Chase Van Halen,Pi Kappa Alpha,02:25.27
2016,M,15,Kevin Mangel,Black Key Bulls,02:25.28
2016,M,16,James Welch,Gray Goat,02:25.65
2016,M,17,Mitchell Sasseman,Sigma Alpha Epsilon,02:26.31
2016,M,18,Andrew Krahulik,Sigma Alpha Epsilon,02:26.56
2016,M,19,Noah Voyles,Black Key Bulls,02:26.63
2016,M,20,Jeff Gough,Lambda Chi Alpha,02:26.95
2016,M,21,Sam Anderson,Sigma Phi Epsilon,02:27.21
2016,M,22,Jeremy Crawford,Sigma Nu,02:27.39
2016,M,23,Abel Barrera Duran,Delta Chi,02:28.02
2016,M,24,Michael Chettleburgh,Black Key Bulls,02:28.09
2016,M,25,Daniel Cox,Sigma Phi Epsilon,02:28.33
2016,M,26,Peter Arnold,Sigma Phi Epsilon,02:28.33
2016,M,27,Matthew Thompson,3PH Cycling,02:28.37
2016,M,28,Jake Cohen,3PH Cycling,02:28.49
2016,M,29,Brad Klingele,Gray Goat,02:28.52
2016,M,30,Charlie Hicks,Sigma Phi Epsilon,02:28.53
2016,M,31,Colin Evans,Forest Cycling,02:28.76
2016,M,32,Ian Kelly,Pi Kappa Alpha,02:28.77
2016,M,33,Adam Goot,Sigma Alpha Mu,02:29.08
2016,M,34,Benjamin Harris,Sigma Phi Epsilon,02:29.08
2016,M,35,Aneil Sood,Beta Theta Pi,02:29.36
2016,M,36,Will Ottenweller,Black Key Bulls,02:29.69
2016,M,37,Sam Stratton,Gray Goat,02:29.70
2016,M,38,Griffin Casey,Delta Tau Delta,02:30.04
2016,M,39,Tom Settle,Sigma Phi Epsilon,02:30.20
2016,M,40,Nick Wethington,Pi Kappa Alpha,02:30.22
2016,M,41,Dale Robey,Pi Kappa Alpha,02:30.66
2016,M,42,Caleb Langley,Wright Cycling,02:30.85
2016,M,43,Mitchell Duke,3PH Cycling,02:30.85
2016,M,44,Reid Wilson,3PH Cycling,02:30.89
2016,M,45,Matthew Winkeljohn,Theta Chi,02:31.14
2016,M,46,Jack McNamara,Beta Theta Pi,02:31.18
2016,M,47,Austin Galm,Theta Chi,02:31.34
2016,M,48,Austin Roach,Sigma Nu,02:31.38
2016,M,49,Sean Hartwick,Delta Chi,02:31.40
2016,M,50,Chris Turi,Sigma Phi Epsilon,02:31.79
2016,M,51,Evan Lee,CSF Cycling,02:31.82
2016,M,52,Lewis Woods,Forest Cycling,02:31.95
2016,M,53,Chris Pilipiszyn,Cutters,02:32.19
2016,M,54,Andrew Goodrum,Wright Cycling,02:32.29
2016,M,55,Anthony Raymond,Pi Kappa Alpha,02:32.33
2016,M,56,Tibet Spencer,Phi Delta Theta,02:32.40
2016,M,57,Colten Renier,Beta Theta Pi,02:32.98
2016,M,58,Samuel Patterson,Forest Cycling,02:33.07
2016,M,59,Donald Kwasigroch,Phi Delta Theta,02:33.52
2016,M,60,Michael Schmahl,Sigma Nu,02:33.65
2016,M,61,Timothy Ryan,Sigma Chi,02:33.72
2016,M,62,David Holtkamp,Sigma Chi,02:33.81
2016,M,63,Keegan Fessenden,Beta Sigma Psi,02:33.87
2016,M,64,Frank Reed,Phi Gamma Delta,02:34.08
2016,M,65,Evan Mazurkiewicz,3PH Cycling,02:34.08
2016,M,66,Maddison Russell,Black Key Bulls,02:34.20
2016,M,67,Bobby Coyle,Phi Gamma Delta,02:34.39
2016,M,68,Jacob Hartmeister,Sigma Alpha Epsilon,02:34.45
2016,M,69,Dan Cummins,Lambda Chi Alpha,02:34.56
2016,M,70,John Hyndman,Beta Theta Pi,02:34.88
2016,M,71,William Lussenhop,Delta Tau Delta,02:34.94
2016,M,72,Peyton Crantford,Sigma Alpha Epsilon,02:35.16
2016,M,73,Matthew Laubach,Pi Kappa Phi,02:35.41
2016,M,74,Logan Burton,Alpha Sigma Phi,02:35.64
2016,M,75,Patrick Wisdom,Zeta Beta Tau,02:35.87
2016,M,76,Benjamin Kern,Acacia,02:36.06
2016,M,77,Troy Chapman,Delta Sigma Phi,02:36.09
2016,M,78,Daniel Majors,Delta Chi,02:36.39
2016,M,79,Nicholas Boyd,Young Life Cycling,02:36.53
2016,M,80,Nathan Hokenson,Alpha Sigma Phi,02:36.87
2016,M,81,Alex Robinson,Phi Kappa Sigma,02:36.91
2016,M,82,Keegan McCurry,Lambda Chi Alpha,02:36.92
2016,M,83,Anthony Lemon,Pi Lambda Phi,02:37.05
2016,M,84,Isaac Sullivan,Phi Gamma Delta,02:37.18
2016,M,85,Bryson Stevens,CSF Cycling,02:37.38
2016,M,86,Chaorun Fan,Young Pioneer,02:37.39
2016,M,87,David Crosman,Collins Buccaneers,02:37.59
2016,M,88,Justin Gould,Sigma Nu,02:37.86
2016,M,89,Eric He,Delta Sigma Pi,02:37.88
2016,M,90,Nick Ahlers,Lambda Chi Alpha,02:37.94
2016,M,91,John Virgil,Delta Chi,02:38.03
2016,M,92,Kyle Doyle,Acacia,02:38.10
2016,M,93,David Wesner,CSF Cycling,02:38.28
2016,M,94,Jacob Greene,Wright Cycling,02:38.28
2016,M,95,Kevin Drake,CSF Cycling,02:38.37
2016,M,96,Jacob Scott,Cutters,02:38.53
2016,M,97,John Hummel,Phi Sigma Kappa,02:38.60
2016,M,98,Nathaniel Rosebrock,Sigma Alpha Epsilon,02:38.70
2016,M,99,Jack Garlick,Phi Sigma Kappa,02:38.74
2016,M,100,Jack Moore,Delta Tau Delta,02:39.57
2016,M,101,Hudson Brown,Delta Sigma Pi,02:39.57
2016,M,102,Samuel Cruz,Cutters,02:39.92
2016,M,103,Brad Blank,Phi Gamma Delta,02:40.10
2016,M,104,Sam Lansat,Sigma Alpha Mu,02:40.10
2016,M,105,John Eckhart,Sigma Chi,02:40.10
2016,M,106,Johann Villalvir,Pi Lambda Phi,02:40.13
2016,M,107,Alec Friend,Alpha Sigma Phi,02:40.42
2016,M,108,Chase Duncan,Acacia,02:40.51
2016,M,109,Neil Bassett,Alpha Sigma Phi,02:41.03
2016,M,110,Brian Singer,Sigma Alpha Mu,02:41.07
2016,M,111,Elliot Cofer,Sigma Chi,02:41.17
2016,M,112,John  Arcaro,Pi Kappa Alpha,02:41.32
2016,M,113,Daniel Koch,Phi Kappa Sigma,02:41.41
2016,M,114,Charles Richardson,Phi Kappa Sigma,02:41.44
2016,M,115,Michael Shew,CSF Cycling,02:41.54
2016,M,116,Zach Horowitz,Alpha Epsilon Pi,02:42.13
2016,M,117,Ben Boodt,Cru Men's Cycling,02:42.46
2016,M,118,Evan Safrin,Alpha Epsilon Pi,02:42.50
2016,M,119,Jonathan Jaggard,Beta Theta Pi,02:42.67
2016,M,120,Trevor Uhl,3PH Cycling,02:42.90
2016,M,121,Johnathan Steenport,Collins Buccaneers,02:42.92
2016,M,122,Evan Slagle,Young Life Cycling,02:43.24
2016,M,123,Adam Oldham,Pi Lambda Phi,02:43.39
2016,M,124,Edson Cuiriz,Tau Kappa Epsilon,02:43.73
2016,M,125,Sean Mullaney,Delta Chi,02:43.97
2016,M,126,Jake Kelley,Beta Sigma Psi,02:44.13
2016,M,127,Joseph Gawor,Delta Sigma Pi,02:44.21
2016,M,128,Cody Vandevender,Acacia,02:44.67
2016,M,129,Addison Sullivan,Forest Cycling,02:44.72
2016,M,130,William Kerr,Acacia,02:44.73
2016,M,131,Eddie Krillenberger,Delta Chi,02:44.75
2016,M,132,Jack Wolfe,Phi Delta Theta,02:44.75
2016,M,133,Tyler Sweem,Alpha Sigma Phi,02:45.29
2016,M,134,Nicholas Otten,Zeta Beta Tau,02:45.59
2016,M,135,Michael Sellitto,Tau Kappa Epsilon,02:45.75
2016,M,136,Joshua Richards,Gray Goat,02:45.81
2016,M,137,Lars Feste,Phi Delta Theta,02:45.93
2016,M,138,Andrew Casati,Pi Lambda Phi,02:46.59
2016,M,139,Jackson Fessenden,Beta Sigma Psi,02:46.62
2016,M,140,William Marsch,Sigma Pi,02:47.27
2016,M,141,Daniel Kahn,Pi Lambda Phi,02:47.86
2016,M,142,Rowan Mitton,Collins Bucanneers,02:48.79
2016,M,143,Duo Xu,Young Pioneer,02:48.80
2016,M,144,West McDonald,Pi Kappa Phi,02:48.81
2016,M,145,Skylar Gibson,Alpha Epsilon Pi,02:48.94
2016,M,146,Isaac Dominick,Air Force Cycling,02:50.57
2016,M,147,Noah Goldstein,Sigma Alpha Mu,02:51.13
2016,M,148,Zach Meiner,Sigma Alpha Mu,02:51.18
2016,M,149,Robert Satterthwaite,Tau Kappa Epsilon,02:51.58
2016,M,150,Ben Carter,Phi Sigma Kappa,02:51.63
2016,M,151,Keenan Cavanor,Phi Delta Theta,02:56.71
2016,M,152,Brady Elias,Air Force Cycling,02:57.49
2016,M,153,Chase Whitler,Phi Delta Theta,02:57.59
2016,M,154,Connor Leigh,Collins Buccaneers,02:57.73
2016,M,155,Cody Reiff,Alpha Epsilon Pi,02:58.80
2016,M,156,Collin Ebel,Beta Sigma Psi,02:59.13
2016,M,157,Ahmad Damra,Phi Kappa Sigma,02:59.93
2016,M,158,Keegan McLay,Sigma Pi,03:03.92
2016,M,159,Michael Levin,Tau Kappa Epsilon,03:04.14
2016,M,160,George Rath,Pi Kappa Phi,03:17.24
2016,F,1,Tabitha Sherwood,Phoenix,02:35.48
2016,F,2,Kristen Bignal,Delta Gamma,02:36.98
2016,F,3,Grace Bennett,Kappa Alpha Theta,02:37.98
2016,F,4,Leigh Dukeman,Alpha Omicron Pi,02:38.89
2016,F,5,Megan Huibregtse,Ski,02:39.20
2016,F,6,Abby Rogers,Kappa Alpha Theta,02:39.62
2016,F,7,Evelyn Malcomb,Kappa Alpha Theta,02:39.84
2016,F,8,Julia Thomas,Teter,02:40.30
2016,F,9,Audrey Healey,Alpha Omicron Pi,02:41.01
2016,F,10,Ali Oppel,Alpha Omicron Pi,02:41.02
2016,F,11,Ashley Williams,SKI,02:41.04
2016,F,12,Rachel Brown,Kappa Alpha Theta,02:41.33
2016,F,13,Eliza Heath,Teter,02:41.36
2016,F,14,Madeline Lambert,Kappa Alpha Theta,02:41.45
2016,F,15,Michaela Ranft,Alpha Omicron Pi,02:41.89
2016,F,16,Fallon Lilly,Melanzana Cycling,02:42.33
2016,F,17,Kelsey Kluesner,Teter,02:42.52
2016,F,18,Alexandra Kolar,Alpha Chi Omega,02:42.75
2016,F,19,Sarah Rivich,Delta Gamma,02:43.23
2016,F,20,Brooke Hannon,CSF,02:44.83
2016,F,21,Jess McKune,Kappa Delta,02:44.94
2016,F,22,Lauren Brand,Phoenix,02:45.06
2016,F,23,Libby Momper,Kappa Delta,02:45.15
2016,F,24,Melissa Ragatz,Phoenix,02:46.44
2016,F,25,Nicole Coghlan,Phi Mu,02:47.16
2016,F,26,Katie Ziegler,Delta Gamma,02:47.79
2016,F,27,Sydney Keaton,Kappa Alpha Theta,02:48.05
2016,F,28,Hanna Coppens,Delta Gamma,02:48.57
2016,F,29,Stephanie Volkmar,CSF,02:49.25
2016,F,30,Miller Fahey,Alpha Chi Omega,02:49.97
2016,F,31,Abby Vehrs,Phi Mu,02:50.41
2016,F,32,Chelsea Richardson,Alpha Omicron Pi,02:50.48
2016,F,33,Clara Butler,Phoenix,02:50.74
2016,F,34,Melissa Ford,Melanzana,02:51.06
2016,F,35,Kaci Garrity,Alpha Omicron Pi,02:51.12
2016,F,36,Carson Weaver,Delta Sigma Pi,02:51.15
2016,F,37,Chelsea Katz,Alpha Delta Pi,02:51.16
2016,F,38,Emily Carrico,Ski,02:51.23
2016,F,39,Izzy Stein,Melanzana Cycling,02:51.47
2016,F,40,Abby Snyder,CSF,02:51.59
2016,F,41,Whitney Carroll,Kappa Delta,02:52.01
2016,F,42,Rachel Herr,Melanzana Cycling,02:52.29
2016,F,43,Paige Masterson,Alpha Xi Delta,02:52.75
2016,F,44,Skye Summay,Alpha Sigma Alpha,02:52.84
2016,F,45,Stephanie Chinn,Phi Mu,02:52.86
2016,F,46,Alissa Becker,Alpha Chi Omega,02:53.32
2016,F,47,Maggie Maier,Kappa Delta,02:53.72
2016,F,48,Patricia Skulborstad,Kappa Kappa Gamma,02:53.87
2016,F,49,Lizzie Smith,Alpha Omicron Pi,02:54.25
2016,F,50,Morgan Rhodes,Alpha Sigma Alpha,02:54.51
2016,F,51,Marley Kalat,Gamma Phi Beta,02:54.76
2016,F,52,Hannah Wade,Alpha Sigma Alpha,02:55.40
2016,F,53,Julie Daugherty,Melanzana Cycling,02:55.42
2016,F,54,Margaret Miles,Delta Sigma Pi,02:55.66
2016,F,55,Molly Surette,Kappa Alpha Theta,02:55.72
2016,F,56,Clarice Cross,Alpha Chi Omega,02:56.16
2016,F,57,Penny Weiler,Kappa Delta,02:56.52
2016,F,58,Bridget Barnes,Delta Sigma Pi,02:56.63
2016,F,59,Melinda Ho,Melanzana Cycling,02:56.77
2016,F,60,Lauren Backmeyer,Kappa Delta,02:56.87
2016,F,61,Samantha Harr,Delta Sigma Pi,02:57.28
2016,F,62,Ellen Potocsnak,Alpha Xi Delta,02:57.37
2016,F,63,Allie Richards,Kappa Kappa Gamma,02:57.41
2016,F,64,Lauren Dowden,Delta Zeta,02:57.73
2016,F,65,Anna Darling,Alpha Sigma Alpha,02:57.73
2016,F,66,Taylor Hannasch,Kappa Kappa Gamma,02:57.93
2016,F,67,Geraldine Pattengale,Independent Council Cycling,02:58.03
2016,F,68,Kinsey Allen,Teter,02:58.19
2016,F,69,Alison Engle,RideOn,02:58.19
2016,F,70,Morgan Robertson,Independent Council Cycling,02:58.22
2016,F,71,Chase Wischmeier,Teter,02:58.24
2016,F,72,Amy Shedd,Delta Zeta,02:58.36
2016,F,73,Siobhan McCulloch,Alpha Gamma Delta,02:58.39
2016,F,74,Hallie Pedersen,Cru Women's Cycling,02:58.44
2016,F,75,Laurie Bignal,Delta Gamma,02:58.53
2016,F,76,Betsy Astrup,Chi Omega,02:58.53
2016,F,77,Laney Eldridge,Chi Omega,02:59.02
2016,F,78,Katie Kapusta,Phi Mu,02:59.45
2016,F,79,Alexis Malay,Theta Phi Alpha,02:59.47
2016,F,80,Katherine Evinger,Alpha Xi Delta,02:59.66
2016,F,81,Sheridan Halloran,RideOn,02:59.78
2016,F,82,Paige Robertson,Independent Council Cycling,02:59.80
2016,F,83,Megan Meyers,Alpha Delta Pi,02:59.97
2016,F,84,Emily Bromm,Alpha Chi Omega,03:00.08
2016,F,85,Michelle Lesniewski,Independent Council Cycling,03:00.16
2016,F,86,Amelia Nelson,Alpha Xi Delta,03:00.25
2016,F,87,Hannah Taylor,Alpha Delta Pi,03:00.38
2016,F,88,Emily Johns,Wing It,03:01.00
2016,F,89,Abby Messenger,Alpha Delta Pi,03:01.01
2016,F,90,Samantha Dawson,Chi Omega,03:01.05
2016,F,91,Audrey Morlan,Delta Gamma,03:01.35
2016,F,92,Anna Harris,Melanzana Cycling,03:01.59
2016,F,93,Madeline Fletchall,Kappa Kappa Gamma,03:01.97
2016,F,94,Briana Huskin,Kappa Delta,03:02.13
2016,F,95,Sarah Kane,Delta Gamma,03:02.28
2016,F,96,Cally Schisler,Alpha Gamma Delta,03:02.29
2016,F,97,Kirsten Drehobl,Alpha Sigma Alpha,03:02.42
2016,F,98,Jessica Mielke,Independent Council Cycling,03:02.76
2016,F,99,Emily Heldman,Phi Mu,03:02.96
2016,F,100,Danielle Schapiro,Gamma Phi Beta,03:03.17
2016,F,101,Nikki Sage,Alpha Gamma Delta,03:03.25
2016,F,102,Sarah Gaither,RideOn,03:03.53
2016,F,103,Mary Cate Pachciarz,Phi Mu,03:03.63
2016,F,104,Lexie Boor,Delta Zeta,03:03.92
2016,F,105,Erin Libby,Delta Sigma Pi,03:04.09
2016,F,106,Kayla Brahm,Alpha Delta Pi,03:04.29
2016,F,107,Elizabeth Schack,Phi Mu,03:04.51
2016,F,108,Katie Moreland,Alpha Xi Delta,03:04.52
2016,F,109,Danielle Park,Gamma Phi Beta,03:04.92
2016,F,110,Hayden Lang,Wing It,03:04.92
2016,F,111,Emily Binhack,CSF,03:04.96
2016,F,112,Kayley Adams,Gamma Phi Beta,03:05.59
2016,F,113,Meghan Lee,Cru Women's Cycling,03:05.61
2016,F,114,Elissa Hermanson,Gamma Phi Beta,03:05.63
2016,F,115,Hannah Zimmerman,IU Nursing,03:05.66
2016,F,116,Katie Burkett,Theta Phi Alpha,03:05.89
2016,F,117,Grace Skorin,Alpha Delta Pi,03:06.09
2016,F,118,Shelby Snyder,RideOn,03:06.43
2016,F,119,Logan Ritter,Alpha Gamma Delta,03:06.51
2016,F,120,Adrianna Lamphier,Alpha Gamma Delta,03:06.69
2016,F,121,Hannah Pimley,Delta Phi Epsilon,03:06.85
2016,F,122,Emily Bennett,Delta Phi Epsilon,03:07.76
2016,F,123,Emma Harrison,Kappa Kappa Gamma,03:07.84
2016,F,124,Esther Herbers,Independent Council Cycling,03:07.97
2016,F,125,Alexandra Jostes,Alpha Xi Delta,03:08.73
2016,F,126,Brittany Caputo,RideOn,03:09.67
2016,F,127,Tatiana Knox,Theta Phi Alpha,03:10.06
2016,F,128,Megan Ernst,Alpha Gamma Delta,03:10.46
2016,F,129,Rachel Rodgers,Wing It,03:10.79
2016,F,130,Shelby Kiger,Delta sigma pi,03:10.94
2016,F,131,Alison Colby,Alpha Phi,03:11.15
2016,F,132,Amelia McCann,Theta Phi Alpha,03:11.22
2016,F,133,Shania James,CSF,03:11.45
2016,F,134,Alyssa Aungst,Wing It,03:12.85
2016,F,135,Lucy Brown,Independent Council,03:13.06
2016,F,136,Ivana Videlefsky,Alpha Epsilon Phi,03:13.23
2016,F,137,MJ Schulz,Delta Zeta,03:13.38
2016,F,138,Lilly Morgan,Alpha Epsilon Phi,03:13.74
2016,F,139,Kelsey Foster,Theta Phi Alpha,03:14.00
2016,F,140,Emily Kahn-Perry,Sigma Delta Tau,03:14.02
2016,F,141,Marie Wirsing,Delta Phi Epsilon,03:15.12
2016,F,142,Abby Fischbein,Alpha Epsilon Phi,03:15.75
2016,F,143,Haley Paxton,Alpha Sigma Alpha,03:16.15
2016,F,144,Molly Macy,Zeta Tau Alpha,03:16.20
2016,F,145,Sarah McCorkle,Phi Mu,03:16.34
2016,F,146,Lily Pickus,Delta Delta Delta,03:17.39
2016,F,147,Kelly Mrofcza,RideOn,03:18.34
2016,F,148,Lexi Viterisi,Kappa Kappa Gamma,03:19.02
2016,F,149,Najwa Jumali,Wing It,03:19.98
2016,F,150,Danielle Evans,Alpha Chi Omega,03:20.14
2016,F,151,Meital Shachaf,Sigma Delta Tau,03:25.70
2016,F,152,Lydia Knoll,Zeta Tau Alpha,03:25.71
2016,F,153,Olivia Kirsh,Zeta Tau Alpha,03:28.40
2016,F,154,Cassidy Conn,Delta Delta Delta,03:29.62
2016,F,155,Madeleine Fournier,Sigma Delta Tau,03:30.83
2016,F,156,Sydney Chaiken,Alpha Epsilon Phi,03:32.51
2016,F,157,Brittany Cohee,Delta Phi Epsilon,03:33.04
2016,F,158,Kelsey Bardach,Sigma Delta Tau,03:33.30
2016,F,159,Taylor Rowles,Delta Phi Epsilon,03:35.49
2015,M,1,Nicholas  Thiery,Cutters,02:19.94
2015,M,2,Christopher Craig,Beta Theta Pi,02:20.54
2015,M,3,Kyle Knight,Beta Theta Pi,02:20.75
2015,M,4,Rob Lee,Phi Delta Theta,02:21.09
2015,M,5,Luke Tormoehlen,Delta Tau Delta,02:22.29
2015,M,6,Spencer Brauchla,Black Key Bulls,02:22.85
2015,M,7,Tyler Hart,Black Key Bulls,02:23.08
2015,M,8,Andrew Krahulik,Sigma Alpha Epsilon,02:23.22
2015,M,9,Anthony Vicino,Delta Tau Delta,02:23.27
2015,M,10,Lucas Kalbfell,Black Key Bulls,02:23.89
2015,M,11,Ryan Romenesko,Phi Delta Theta,02:24.19
2015,M,12,Nick Torrance,Sigma Phi Epsilon,02:24.20
2015,M,13,Michael Khamis,Phi Gamma Delta,02:24.24
2015,M,14,Nicholas Hartman,Black Key Bulls,02:24.38
2015,M,15,Joseph Hunt,Forest Cycling,02:24.68
2015,M,16,Collin Brunk,Phi Delta Theta,02:24.80
2015,M,17,Brian Depasse,Cutters,02:24.92
2015,M,18,Joe Laughlin,Beta Theta Pi,02:24.92
2015,M,19,Joe Krahulik,Sigma Alpha Epsilon,02:24.96
2015,M,20,Luke Momper,Delta Tau Delta,02:25.10
2015,M,21,Charlie Hicks,Sigma Phi Epsilon,02:25.37
2015,M,22,Jeremy Crawford,Sigma Nu,02:25.42
2015,M,23,Thomas Svenstrup,Sigma Nu,02:25.45
2015,M,24,Sam  Anderson,Sigma Phi Epsilon,02:25.58
2015,M,25,Charlie Hammon,Black Key Bulls,02:25.60
2015,M,26,Mitchell Sasseman,Sigma Alpha Epsilon,02:25.72
2015,M,27,RJ Thomas,Wright Cycling,02:26.17
2015,M,28,Joe Hanauer,Phi Delta Theta,02:26.22
2015,M,29,David Salzer,Phi Kappa Sigma,02:26.32
2015,M,30,Ian Shoup,Phi Kappa Psi,02:26.63
2015,M,31,Colin Evans,Forest Cycling,02:26.64
2015,M,32,Logan Kuhn,Cutters,02:26.93
2015,M,33,Brad Barton,Alpha Epsilon Pi,02:27.35
2015,M,34,Robert Henderson,Forest Cycling,02:27.43
2015,M,35,Evan Zehr,Wright Cycling,02:27.49
2015,M,36,Spencer  Rickman,Sigma Nu,02:27.56
2015,M,37,Matt Chartier,Lambda Chi Alpha,02:27.76
2015,M,38,Lucas Miller,Kappa Sigma,02:28.10
2015,M,39,James Welch,Gray Goat,02:28.20
2015,M,40,Brandon Leviton,Delta Chi,02:28.21
2015,M,41,Brad Bailey,Wright Cycling,02:28.29
2015,M,42,Dylan Nash,Lambda Chi Alpha,02:28.45
2015,M,43,Chris Turi,Sigma Phi Epsilon,02:28.48
2015,M,44,Ted Tarricone,Wright Cycling,02:28.56
2015,M,45,Michael Chettleburgh,Black Key Bulls,02:28.76
2015,M,46,Brad Klingele,Gray Goat,02:28.83
2015,M,47,Tibet Spencer,Phi Delta Theta,02:28.87
2015,M,48,Austin Portolese,Forest Cycling,02:28.89
2015,M,49,Riley Figg,Wright Cycling,02:28.90
2015,M,50,Chris Pilipiszyn,Cutters,02:29.22
2015,M,51,AJ Sood,Beta Theta Pi,02:29.48
2015,M,52,Maddison  Russell,Black Key Bulls,02:29.51
2015,M,53,Austin Roach,Sigma Nu,02:29.65
2015,M,54,Chase  Van Halen,Pi Kappa Alpha,02:29.75
2015,M,55,Mark Werner,3PH Cycling,02:29.93
