Year,Gender,Place,Team,Finish Time,Laps
1989,M,6,Phi Gamma Delta,02:02:14.2,200
1989,M,7,Phi Delta Theta,02:02:14.3,200
1989,M,8,Americana,02:02:14.4,200
1989,M,9,Phi Kappa Psi,02:02:16.4,200
1989,M,10,Sigma Nu,02:02:19.6,200
1989,M,11,Pi Kappa Alpha,,0
1989,M,12,Kappa Sigma,,0
1989,M,13,Delta Tau Delta,,0
1989,M,14,Dodds House,,0
1989,M,15,Beta Theta Pi,,0
1989,M,16,Foster RSV,,0
1989,M,17,Sigma Chi,,0
1989,M,18,Sigma Alpha Epsilon,,0
1989,M,19,Alpha Epsilon Pi,,0
1989,M,20,Theta Chi,,0
1989,M,21,Big Red Wave,,0
1989,M,22,Pi Kappa Phi,,0
1989,M,23,Delta Chi,,0
1989,M,24,Evans Scholars,,0
1989,M,25,Sigma Phi Epsilon,,0
1989,M,26,Zeta Beta Tau,,0
1989,M,27,Posers,,0
1989,M,28,Delta Upsilon,,0
1989,M,29,Sigma Pi,,0
1989,M,30,Collins Gratias,,0
1989,M,31,Chi Phi,,0
1989,M,32,Phi Kappa Tau,,0
1989,F,1,Beyond Control,01:06.58,100
1989,F,2,Team Sprint,01:07.19,100
1989,F,3,Delta Gamma,01:08.39,100
1989,F,4,Kappa Alpha Theta,01:08.47,100
1989,F,5,Foster Niverana,01:08.48,100
1989,F,6,Alpha Delta Pi,01:09.44,100
1989,F,7,Alpha Epsilon Pi,01:09.44,100
1989,F,8,Alpha Xi Delta,01:10.25,100
1989,F,9,Cycledelics,01:10.55,100
1989,F,10,Delta Zeta,01:10.59,100
1989,F,11,Graitas Women,,0
1989,F,12,Sigma Delta Pi,,0
1989,F,13,Alpha Phi,,0
1989,F,14,"System ""W"" Willkie",,0
1989,F,15,Kappa Delta,,0
1989,F,16,Delta Delta Delta,,0
1989,F,17,De Novo,,0
1989,F,18,Chi Omega,,0
1989,F,19,Genuine Draft,,0
1989,F,20,Phi Mu,,0
1989,F,21,Kappa Kappa Gamma,,0
1989,F,22,Read Between the Lines,,0
1989,F,23,Briscoe Bullets,,0
1989,F,24,Teter BPT,,0
1989,F,25,Pi Beta Phi,,0
1989,F,26,Gamma Phi Beta,,0
1989,F,27,Alpha Omicron Pi,,0
1988,M,1,Cutters,02:07.30,200
1988,M,2,Phi Gamma Delta,02:07.31,200
1988,M,3,Phi Delta Theta,02:07.32,200
1988,M,4,Lambda Chi Alpha,02:07.34,200
1988,M,5,Alpha Epsilon Pi,02:07.35,200
1988,M,6,Pi Kappa Alpha,02:07.36,200
1988,M,7,Collins Graitas,02:07.37,200
1988,M,8,Sigma Alpha Epsilon,02:07.37,200
1988,M,9,Americana,02:07.38,200
1988,M,10,Cinzano,02:08.10,200
1988,M,11,Sigma Alpha Mu,02:07.36,199
1988,M,12,Delta Tau Delta,02:07.36,199
1988,M,13,Sigma Nu,02:07.38,199
1988,M,14,Teter-Totano,02:07.39,199
1988,M,15,Beachriders,02:07.36,198
1988,M,16,Beta Theta Pi,02:07.37,198
1988,M,17,Evans Scholars,02:07.37,198
1988,M,18,Alpha Tau Omega,02:07.38,198
1988,M,19,Acacia,02:07.38,198
1988,M,20,Posers,02:07.38,198
1988,M,21,Sigma Chi,02:08.03,198
1988,M,22,Foster RSV,02:07.38,197
1988,M,23,Sigma Phi Epsilon,02:07.42,197
1988,M,24,Kappa Sigma,02:08.05,197
1988,M,25,Dodds House,02:07.38,195
1988,M,26,Theta Chi,02:07.39,195
1988,M,27,Chi Phi,02:07.41,195
1988,M,28,Phi Kappa Psi,02:07.05,194
1988,M,29,Alpha Ssigma Phi,02:07.51,193
1988,M,30,Delta Upsilon,02:08.09,193
1988,M,31,Delta Chi,02:07.41,192
1988,M,32,Sigma Pi,02:08.01,189
1988,M,33,Phi Kappa Tau,02:07.50,184
1988,F,1,Willkie Sprint,01:10.52,100
1988,F,2,Kappa Alpha Theta,01:11.01,100
1988,F,3,Delta Delta Delta,01:11.19,100
1988,F,4,Alpha Epsilon Phi,01:11.41,100
1988,F,5,Notorious,01:11.52,100
1988,F,6,Cycledelics,01:12.06,100
1988,F,7,Delta Zeta,01:12.21,100
1988,F,8,Stonies,01:12.22,100
1988,F,9,Delta Gamma,01:12.30,100
1988,F,10,Sigma Kappa,01:12.53,100
1988,F,11,Collins Graitas,01:12.26,99
1988,F,12,Alpha Phi,01:12.28,99
1988,F,13,Kappa Delta,01:12.37,99
1988,F,14,The Ambassadors,01:12.39,99
1988,F,15,Cinzano,01:12.18,98
1988,F,16,No Brakes-Foster,01:12.26,98
1988,F,17,Alpha Xi Delta,01:12.31,98
1988,F,18,Zeta Tau Alpha,01:12.38,98
1988,F,19,Alpha Omicron Pi,01:12.39,98
1988,F,20,Alpha Delta Pi,01:12.47,98
1988,F,21,Alpha Gamma Delta,01:12.31,98
1988,F,22,Briscoe Bullets,01:12.49,98
1988,F,23,Phi Mu,01:12.09,97
1988,F,24,Cinquencento,01:12.21,95
1988,F,25,Spokeswomen,01:12.51,93
1988,F,26,Windsprint,01:12.40,93
1988,F,27,Stroke Forest,01:12.41,93
1988,F,28,Eureka,01:12.06,92
1988,F,29,Copecetic,01:12.39,91
1988,F,30,Wild Thing,01:12.35,89
1987,M,1,Phi Gamma Delta,02:03.6,200
1987,M,2,Acacia,,0
1987,M,3,Sigma Phi Epsilon,,0
1987,M,4,Cutters,,0
1987,M,5,Cinzano,,0
1987,M,6,Chi Phi,,0
1987,M,7,Phi Delta Theta,,0
1987,M,8,Posers,,0
1987,M,9,Sigma Alpha Mu,,0
1987,M,10,Sigma Alpha Epsilon,,0
1987,M,11,Delta Chi,,0
1987,M,12,Theta Chi,,0
1987,M,13,Americana,,0
1987,M,14,Alpha Tau Omega,,0
1987,M,15,Delta Tau Delta,,0
1987,M,16,Sigma Nu,,0
1987,M,17,Phi Kappa Psi,,0
1987,M,18,Collins,,0
1987,M,19,Pi Kappa Alpha,,0
1987,M,20,Joint Venture,,0
1987,M,21,Sigma Pi,,0
1987,M,22,Parks House,,0
1987,M,23,Read Curry V,,0
1987,M,24,Totano,,0
1987,M,25,Evans Scholars,,0
1987,M,26,Zeta Beta Tau,,0
1987,M,27,Kappa Sigma,,0
1987,M,28,Dodds House,,0
1987,M,29,Wright,,0
1987,M,30,Beach Riders,,0
1987,M,31,Visitors,,0
1987,M,32,Kappa Delta Rho,,0
1987,M,33,Flying High,,0
1986,M,1,Cutters,02:01.4,200
1986,M,2,Alpha Epsilon Pi,02:01.4,200
1986,M,3,Phi Kappa Psi,02:01.4,200
1986,M,4,Phi Delta Theta,02:01.4,200
1986,M,5,Chi Phi,02:01.4,200
1986,M,6,Lambda Chi Alpha,02:01.4,200
1986,M,7,Acacia,,0
1986,M,8,Evans Scholars,,0
1986,M,9,Collins,,0
1986,M,10,Delta Tau Delta,,0
1986,M,11,Phi Gamma Delta,,0
1986,M,12,Cinzano,,0
1986,M,13,Pi Kappa Alpha,,0
1986,M,14,Alpha Tau Omega,,0
1986,M,15,Kappa Sigma,,0
1986,M,16,Sigma Nu,,0
1986,M,17,Sigma Chi,,0
1986,M,18,Sigma Phi Epsilon,,0
1986,M,19,Theta Chi,,0
1986,M,20,Sigma Alpha Epsilon,,0
1986,M,21,Delta Upsilon,,0
1986,M,22,Americana,,0
1986,M,23,Trophy Dash,,0
1986,M,24,Chain Gang,,0
1986,M,25,Sigma Alpha Mu,,0
1986,M,26,Sigma Pi,,0
1986,M,27,Kappa Delta Rho,,0
1986,M,28,Nichols Cyclones,,0
1986,M,29,Read Beck II,,0
1986,M,30,Joint Venture,,0
1986,M,31,Read Curry,,0
1986,M,32,Alpha Sigma Phi,,0
1986,M,33,Pi Kappa Phi,,0
1985,M,1,Alpha Epsilon Pi,02:05.1,200
1985,M,2,Acacia,,0
1985,M,3,Chi Phi,,0
1985,M,4,Cutters,,0
1985,M,5,Rollins,,0
1985,M,6,Phi Kappa Alpha,,0
1985,M,7,Phi Kappa Psi,,0
1985,M,8,Phi Delta Theta,,0
1985,M,9,Alpha Tau Omega,,0
1985,M,10,Sigma Alpha Epsilon,,0
1985,M,11,Latecomers,,0
1985,M,12,Delta Tau Delta,,0
1985,M,13,Sigma Phi Epsilon,,0
1985,M,14,Graitas,,0
1985,M,15,Cinzano,,0
1985,M,16,Kappa Sigma,,0
1985,M,17,Sigma Nu,,0
1985,M,18,Nichols Cyclones,,0
1985,M,19,Theta Chi,,0
1985,M,20,Chain Gang,,0
1985,M,21,Dodds House,,0
1985,M,22,Lambda Chi Alpha,,0
1985,M,23,Beta Theta Pi,,0
1985,M,24,Sigma Chi,,0
1985,M,25,Thompson V,,0
1985,M,26,Delta Upsilon,,0
1985,M,27,McNutt,,0
1985,M,28,Phi Gamma Delta,,0
1985,M,29,Evans Scholars,,0
1985,M,30,Alpha Sigma Phi,,0
1985,M,31,Pi Kappa Phi,,0
1985,M,32,Sigma Alpha Mu,,0
1985,M,33,Erbeck Memorial Visitors,,0
1984,M,1,Cutters,02:09.4,200
1984,M,2,Alpha Epsilon Pi,,0
1984,M,3,Acacia,,0
1984,M,4,Chi Phi,,0
1984,M,5,Beta Theta Pi,,0
1984,M,6,Phi Gamma Delta,,0
1984,M,7,Avere,,0
1984,M,8,Wright Jenkins,,0
1984,M,9,Alpha Tau Omega,,0
1984,M,10,Lambda Chi Alpha,,0
1984,M,11,Phi Kappa Psi,,0
1984,M,12,Phi Delta Theta,,0
1984,M,13,Delta Tau Delta,,0
1984,M,14,Sigma Nu,,0
1984,M,15,Wright Rollins,,0
1984,M,16,Delta Upsilon,,0
1984,M,17,Sigma Pi,,0
1984,M,18,Kappa Sigma,,0
1984,M,19,Sigma Chi,,0
1984,M,20,Read Curry IV,,0
1984,M,21,Sigma Phi Epsilon,,0
1984,M,22,Teter,,0
1984,M,23,Wright Dodds,,0
1984,M,24,Sigma Alpha Epsilon,,0
1984,M,25,Alpha Sigma Phi,,0
1984,M,26,Wright Nichols,,0
1984,M,27,Pi Kappa Alpha,,0
1984,M,28,Read Curry II,,0
1984,M,29,Cosmic Debris,,0
1984,M,30,Evans Scholars,,0
1984,M,31,Collins,,0
1984,M,32,Kappa Delta Rho,,0
1984,M,33,Spokesmen,,0
1983,M,1,Acacia,02:08:10,200
1983,M,2,Phi Delta Theta,,0
1983,M,3,Phi Kappa Psi,,0
1983,M,4,Alpha Epsilon Pi,,0
1983,M,5,Alpha Tau Omega,,0
1983,M,6,Wheelmen,,0
1983,M,7,Sigma Phi Epsilon,,0
1983,M,8,Chi Phi,,0
1983,M,9,Sigma Alpha Epsilon,,0
1983,M,10,Jenkins House,,0
1983,M,11,Kappa Sigma,,0
1983,M,12,Sigma Pi,,0
1983,M,13,Phi Gamma Delta,,0
1983,M,14,Rollins House,,0
1983,M,15,Sigma Chi,,0
1983,M,16,Parks House,,0
1983,M,17,Delta Tau Delta,,0
1983,M,18,Dodds House,,0
1983,M,19,Lambda Chi Alpha,,0
1983,M,20,Delta Upsilon,,0
1983,M,21,Alpha Sigma Phi,,0
1983,M,22,Beta Theta Pi,,0
1983,M,23,Tau Kappa Epsilon,,0
1983,M,24,Hummer House,,0
1983,M,25,Sigma Alpha Mu,,0
1983,M,26,Sigma Nu,,0
1983,M,27,Blitzkriegers,,0
1983,M,28,Foster Martin III,,0
1983,M,29,Team Anything,,0
1983,M,30,Zeta Beta Tau,,0
1983,M,31,Nichols House,,0
1983,M,32,Chaingang,,0
1983,M,33,Pi Kappa Phi,,0
1982,M,1,Phi Delta Theta,02:03.33,200
1982,M,2,Delta Chi,02:03.33,200
1982,M,3,Kappa Sigma,02:03.33,200
1982,M,4,Beta Theta Pi,02:03.34,200
1982,M,5,Acacia,02:03.34,200
1982,M,6,Phi Gamma Delta,02:03.34,200
1982,M,7,Alpha Tau Omega,02:03.34,200
1982,M,8,Sigma Chi,02:03.34,200
1982,M,9,Sigma Phi Epsilon,02:04:08,200
1982,M,10,Hummer House,02:04.08,200
1982,M,11,Team Albatross,,0
1982,M,12,Phi Kappa Psi,,0
1982,M,13,Delta Tau Delta,,0
1982,M,14,Parks House,,0
1982,M,15,Sigma Alpha Epsilon,,0
1982,M,16,Willkie Wheelmen,,0
1982,M,17,Chi Phi,,0
1982,M,18,Alpha Epsilon Pi,,0
1982,M,19,Rollins House,,0
1982,M,20,Dodds House,,0
1982,M,21,theta chi,,0
1982,M,22,curry II Zoo,,0
1982,M,23,Wissler 3-2,,0
1982,M,24,Martin II,,0
1982,M,25,Jenkins House,,0
1982,M,26,Lambda Chi Alpha,,0
1982,M,27,boisen I,,0
1982,M,28,Pi Kappa Phi,,0
1982,M,29,Tau Kappa Epsilon,,0
1982,M,30,Sigma Pi,,0
1982,M,31,"Willkie 4 ""Storm""",,0
1982,M,32,Phi Kappa Alpha,,0
1982,M,33,Nichols House,,0
1981,M,1,Delta Chi,02:05.17,200
1981,M,2,Chi Phi,02:05.18,200
1981,M,3,Alpha Tau Omega,02:05.19,200
1981,M,4,Willkie Wheelmen,02:05.19,200
1981,M,5,Phi Kappa Psi,02:05.19,200
1981,M,6,Alpha Epsilon Pi,02:05.19,200
1981,M,7,Phi Gamma Delta,02:05.56,200
1981,M,8,Sigma Alpha Epsilon,02:05.56,200
1981,M,9,Blitzkriegers,02:05.57,200
1981,M,10,Wissler Five,02:06.12,200
1981,M,11,Sigma Phi Epsilon,,0
1981,M,12,Jenkins House,,0
1981,M,13,Dodds House,,0
1981,M,14,Rollins House,,0
1981,M,15,Theta Chi,,0
1981,M,16,Sigma Chi,,0
1981,M,17,Sigma Nu,,0
1981,M,18,Alpha Sigma Phi,,0
1981,M,19,Phi Delta Theta,,0
1981,M,20,Evans Scholars,,0
1981,M,21,Wissler Three,,0
1981,M,22,Kappa Sigma,,0
1981,M,23,Acacia,,0
1981,M,24,Delta Tau Delta,,0
1981,M,25,Parks House,,0
1981,M,26,Curry Two,,0
1981,M,27,Tau Kappa Epsilon,,0
1981,M,28,Pi Kappa Phi,,0
1981,M,29,boisen I,,0
1981,M,30,Sigma Pi,,0
1981,M,31,Nichols House,,0
1981,M,32,Pi Kappa Alpha,,0
1981,M,33,Hummer House,,0
1980,M,1,Delta Chi,02:09.28,200
1980,M,2,Pi Kappa Phi,02:10.44,200
1980,M,3,Wissler 5,02:10.48,200
1980,M,4,Phi Gamma Delta,02:11.24,200
1980,M,5,Willkie South III,02:11.24,200
1980,M,6,Chi Phi,02:11.24,200
1980,M,7,Sigma Alpha Epsilon,02:11.25,200
1980,M,8,Dodds House,02:11.37,200
1980,M,9,Sigma Nu,02:12.04,200
1980,M,10,Alpha Tau Omega,02:12.04,200
1980,M,11,Acacia,,0
1980,M,12,Sigma Chi,,0
1980,M,13,Pi Kappa Alpha,,0
1980,M,14,Phi Delta Theta,,0
1980,M,15,Beta Theta Pi,,0
1980,M,16,Jenkins House,,0
1980,M,17,Phi Kappa Psi,,0
1980,M,18,Sigma Phi Epsilon,,0
1980,M,19,Willkie South 7,,0
1980,M,20,Shea 3-Foster,,0
1980,M,21,Alpha Epsilon Pi,,0
1980,M,22,Kappa Sigma,,0
1980,M,23,Willkie South X,,0
1980,M,24,Theta Chi,,0
1980,M,25,Martin III,,0
1980,M,26,Cravens A-MRC,,0
1980,M,27,Blitzkriegers,,0
1980,M,28,Crone Born Losers,,0
1980,M,29,Willkie South 5,,0
1980,M,30,Nichols House,,0
1980,M,31,Delta Upsilon,,0
1980,M,32,Willkie 4 Storm,,0
1980,M,33,Parks House,,0
1979,M,1,Delta Chi,02:10.06,200
1979,M,2,Kappa Sigma,02:10.47,200
1979,M,3,Jenkins House,02:10.48,200
1979,M,4,Sigma Phi Epsilon,02:11.22,200
1979,M,5,Sigma Alpha Epsilon,02:11.25,200
1979,M,6,Sigma Chi,02:11.25,200
1979,M,7,Alpha Epsilon Pi,02:11.26,200
1979,M,8,Alpha Sigma Phi,02:11.44,200
1979,M,9,Pi Kappa Phi,02:11.58,200
1979,M,10,Theta Chi,02:12.03,200
1979,M,11,Beta Theta Pi,02:11.21,199
1979,M,12,Willkie South Suite,02:11.29,199
1979,M,13,Dodds House,02:11.47,199
1979,M,14,Wissler V,02:11.40,198
1979,M,15,Willkie South III,02:11.41,198
1979,M,16,Phi Kappa Psi,02:11.45,198
1979,M,17,Hummer House,02:11.45,198
1979,M,18,Rollins House,02:11.45,198
1979,M,19,Mass Riders,02:11.50,198
1979,M,20,Deltla Tau Delta,02:11.29,197
1979,M,21,Cravens B,02:11.31,197
1979,M,22,Delgado Ground,02:11.46,196
1979,M,23,Pi Kappa Alpha,02:11.45,195
1979,M,24,Lambda Chi Alpha,02:12.01,194
1979,M,25,Delta Upsilon,02:11.51,193
1979,M,26,Willkie South Five,02:11.46,192
1979,M,27,Alpha Tau Omega,02:11.52,192
1979,M,28,Tau Kappa Epsilon,02:11.32,191
1979,M,29,Acacia,02:11.32,191
1979,M,30,Willkie Deca 10,02:11.40,191
1979,M,31,Chi Phi,02:12.03,191
1979,M,32,Martin III,02:11.22,189
1979,M,33,Wissler III,02:11.52,189
1978,M,1,Phi Kappa Psi,02:12:12,200
1978,M,2,Sigma Nu,02:12:12,200
1978,M,3,Pi Kappa Phi,02:12:12,200
1978,M,4,Alpha Epsilon Pi,02:12:12,200
1978,M,5,Sigma Phi Epsilon,02:12:51,200
1978,M,6,Dodds House,02:12:55,200
1978,M,7,Sigma Chi,02:12:55,200
1978,M,8,Kappa Sigma,02:13:03,200
1978,M,9,Phi Gamma Delta,02:13:13,200
1978,M,10,Delta Chi,02:13:45,200
1978,M,11,Theta Chi,,0
1978,M,12,Sigma Pi,,0
1978,M,13,Lambda Chi Alpha,,0
1978,M,14,Delta Tau Delta,,0
1978,M,15,Tau Kappa Epsilon,,0
1978,M,16,Evans Scholars,,0
1978,M,17,Alpha Sigma Phi,,0
1978,M,18,Hummer House,,0
1978,M,19,Acacia,,0
1978,M,20,Nichols House,,0
1978,M,21,Beta Theta Pi,,0
1978,M,22,Willkie South Suite,,0
1978,M,23,Elkin II,,0
1978,M,24,Alpha Tau Omega,,0
1978,M,25,Rollins House,,0
1978,M,26,Phi Delta Theta,,0
1978,M,27,Pi Kappa Alpha,,0
1978,M,28,Willkie Three,,0
1978,M,29,Magee I,,0
1978,M,30,Martin III,,0
1978,M,31,Wissler 5,,0
1978,M,32,Willkie Deca,,0
1978,M,33,Kappa Delta Rho,,0
1977,M,1,Delta Chi,02:09.46,200
1977,M,2,Phi Kappa Psi,02:09.48,200
1977,M,3,Phi Gamma Delta,02:10.23,200
1977,M,4,Sigma Phi Epsilon,02:10.23,200
1977,M,5,Velo-Men,02:10.23,200
1977,M,6,Sigma Alpha Epsi9lon,02:10.23,200
1977,M,7,Alpha Epsilon Pi,02:10.32,200
1977,M,8,Willkie South III,02:11.08,200
1977,M,9,Evans Scholars,02:11.10,200
1977,M,10,Phi Delta Theta,02:12.31,200
1977,M,11,Sigma Chi,02:11.50,199
1977,M,12,Parks House,02:11.52,199
1977,M,13,Martin III,02:11.53,199
1977,M,14,Kappa Sigma,02:12.10,199
1977,M,15,Tau Kappa Epsilon,02:12.11,199
1977,M,16,Rollins House,02:11.55,198
1977,M,17,Sigma Pi,02:11.53,197
1977,M,18,Nichols House,02:12.10,197
1977,M,19,Theta Xi,02:12.01,196
1977,M,20,Theta Chi,02:12.04,196
1977,M,21,Pi Kappa Alpha,02:12.21,196
1977,M,22,Delta Tau Delta,02:11.54,195
1977,M,23,Beta Theta Pi,02:11.56,195
1977,M,24,Alpha Sigma Phi,02:11.50,194
1977,M,25,Martin II,02:12.10,194
1977,M,26,Acacia,02:12.00,192
1977,M,27,Kappa Delta Rho,02:12.11,191
1977,M,28,Magee I,02:12.01,190
1977,M,29,Shea III,02:12.12,186
1977,M,30,Jenkins House,02:12.12,182
1977,M,31,Signa Phi Nothing,02:12.00,181
1977,M,32,Jenkinson II,02:12.12,168
1977,M,33,Chi Phi,,160
1976,M,1,Delta Chi,02:10.21,200
1976,M,2,Phi Gamma Delta,02:10.22,200
1976,M,3,Delta Tau Delta,02:10.38,200
1976,M,4,Sigma Chi,02:11.06,200
1976,M,5,Sigma Nu,02:11.06,200
1976,M,6,Phi Kappa Psi,02:11.16,200
1976,M,7,Sigma Phi Epsilon,02:11.17,200
1976,M,8,Acacia,02:11.55,200
1976,M,9,Theta Xi,02:11.55,200
1976,M,10,Sigma Alpha Epsilon,02:11.58,200
1976,M,11,Phi Delta Theta,02:11.41,199
1976,M,12,Beta Theta Pi,02:11.19,198
1976,M,13,Alpha Epsilon Pi,02:11.58,198
1976,M,14,Kappa Sigma,02:11.58,198
1976,M,15,Doddds House-Wright Quad,02:11.21,197
1976,M,16,Theta Chi,02:11.36,197
1976,M,17,Rollins House-Wright Quad,02:11.40,197
1976,M,18,Foster-Martin II,02:11.27,194
1976,M,19,Pi Kappa Phi,02:11.37,194
1976,M,20,Foster-Magee I,02:11.42,194
1976,M,21,Lambda Chi Alpha,02:11.55,193
1976,M,22,Foster-Martin III,02:11.40,190
1976,M,23,Wright-Parks/Foster/Shea,02:11.41,190
1976,M,24,Kappa Delta Rho,02:11.21,189
1976,M,25,Delta Upsilon,02:11.46,188
1976,M,26,Teter-Wissler V,02:11.17,187
1976,M,27,Chi Phi,02:11.26,187
1976,M,28,Alpha Sigma Phi,02:11.21,183
1976,M,29,Evans Scholars,02:11.25,182
1976,M,30,Teter-Boisen IV,02:11.48,182
1976,M,31,MRC-Cravens,02:11.36,181
1976,M,32,Nichols House-Wright Quad,02:11.54,179
1976,M,33,Sigma Pi,02:11.15,176
1975,M,1,Phi Gamma Delta,02:14.00,200
1975,M,2,Delta Chi,02:14.36,200
1975,M,3,Dodds House,02:14.50,200
1975,M,4,Phi Kappa Psi,02:15.16,200
1975,M,5,Delta Tau Delta,02:15.16,200
1975,M,6,Kappa Sigma,02:15.56,200
1975,M,7,Wissler V,02:15.56,200
1975,M,8,Sigma Nu,02:16.02,200
1975,M,9,Theta Chi,02:16.36,200
1975,M,10,Delta Upsilon,02:16.48,200
1975,M,11,Sigma Alpha Epsilon,02:16.44,199
1975,M,12,Shea II,02:16.45,199
1975,M,13,Beta Theta Pi,02:16.40,198
1975,M,14,Sigma Pi,02:16.02,197
1975,M,15,Phi Delta Theta,02:16.18,197
1975,M,16,Acacia,02:16.25,197
1975,M,17,Martin III,02:16.47,197
1975,M,18,Alpha Tau Omega,02:16.19,196
1975,M,19,Cravens B - MRC,02:16.28,196
1975,M,20,Hummer Co-op,02:16.18,195
1975,M,21,Evans Scholars,02:16.07,194
1975,M,22,Read Independents,02:16.18,194
1975,M,23,Delgado Ground,02:16.27,193
1975,M,24,Willkie south 3,02:16.48,192
1975,M,25,Theta Xi,02:16.47,190
1975,M,26,Boisen 4,02:16.48,189
1975,M,27,Jenkinson Ground,02:16.08,188
1975,M,28,Chi Phi,02:16.18,188
1975,M,29,Magee I,02:16.14,187
1975,M,30,Pi Kappa Phi,02:16.18,186
1975,M,31,Kappa Delta Rho,02:16.19,185
1975,M,32,Willkie South 10,02:16.34,182
1975,M,33,Alpha Epsilon Pi,02:16.42,182
1974,M,1,Delta Chi,02:09:48,200
1974,M,2,Kapa Sigma,02:10.56,200
1974,M,3,Phi Kappa Psi,02:11.08,200
1974,M,4,Martin V,02:11.18,200
1974,M,5,Alpha Tau Omega,02:11.42,200
1974,M,6,Dodds House,02:11.42,200
1974,M,7,Sigma Alpha Epsilon,02:11.46,200
1974,M,8,Sigma Chi,02:11.46,200
1974,M,9,Sigma Nu,02:11.46,200
1974,M,10,Shea II,02:11.48,200
1974,M,11,Cravens B,02:11.47,199
1974,M,12,Acacia,02:11.48,199
1974,M,13,Sigma Phi Epsilon,02:11.19,198
1974,M,14,Sigma Pi,02:11.19,197
1974,M,15,Theta Chi,02:11.22,195
1974,M,16,Pi Kappa Phi,02:11.47,195
1974,M,17,Lambda Chi Alpha,02:11.20,194
1974,M,18,Shea III,02:11.27,194
1974,M,19,Theta Xi,02:11.44,194
1974,M,20,Evans Scholars,02:11.13,193
1974,M,21,Wissler V,02:11.13,193
1974,M,22,Phi Delta Theta,02:11.20,193
1974,M,23,Phi Gamma Delta,02:11.16,192
1974,M,24,Beta Theta Pi,02:11.11,191
1974,M,25,Delta Tau Delta,02:11.41,191
1974,M,26,Delta Upsilon,02:11.03,188
1974,M,27,Willkie South VI,02:11.07,187
1974,M,28,Rollins House,02:11.17,181
1974,M,29,Willkie South III,02:11.20,178
1974,M,30,Magee I,02:11.15,176
1974,M,31,Willkie South X,02:11.19,176
1974,M,32,Read,02:11.34,174
1974,M,33,Crone,02:11.09,171
1973,M,1,Delta Chi,02:18.41,200
1973,M,2,Kappa Sigma,02:18.41,200
1973,M,3,Theta Chi,02:18.41,200
1973,M,4,Briscoe,02:18.42,200
1973,M,5,Phi Gamma Delta,02:18.43,200
1973,M,6,Acacia,02:19.23,200
1973,M,7,Dodds House,02:19.23,200
1973,M,8,Phi Kappa Psi,02:19.59,200
1973,M,9,Sigma Alpha Epsilon,02:20.04,200
1973,M,10,Sigma Nu,02:20.04,200
1973,M,11,Sigma Chi,,0
1973,M,12,Pi Kappa Phi,,0
1973,M,13,Theta Xi,,0
1973,M,14,Phi Delta Theta,,0
1973,M,15,Sigma Phi Epsilon,,0
1973,M,16,Martin III,,0
1973,M,17,Lambda Chi Alpha,,0
1973,M,18,Sigma Pi,,0
1973,M,19,Delta Tau Delta,,0
1973,M,20,Evans Scholars,,0
1973,M,21,Shea III,,0
1973,M,22,Delta Upsilon,,0
1973,M,23,Pi Kappa Alpha,,0
1973,M,24,Shea II,,0
1973,M,25,Alpha Epsilon Pi,,0
1973,M,26,Martin II,,0
1973,M,27,Cravens B,,0
1973,M,28,Beta Theta Pi,,0
1973,M,29,Alpha Tau Omega,,0
1973,M,30,Bordner NW,,0
1973,M,31,Wissler IV,,0
1973,M,32,Willkie South III,,0
1973,M,33,Cyclotrons,,0
1972,M,1,Kappa Sigma,02:12.06,200
1972,M,2,Delta Chi,02:12.07,200
1972,M,3,Sigma Phi Epsilon,02:12.07,200
1972,M,4,Sigma Alpha Epsilon,02:12.07,200
1972,M,5,Acacia,02:12.08,200
1972,M,6,Theta Chi,02:12.08,200
1972,M,7,Phi Kappa Psi,02:12.08,200
1972,M,8,Delta Upsilon,02:12.10,200
1972,M,9,Briscoe 3B-5A,02:12.53,200
1972,M,10,Dodds House,02:13.16,200
1972,M,11,Martin III,,199
1972,M,12,Phi Delta Theta,,198
1972,M,13,Theta Xi,,198
1972,M,14,Delta Tau Delta,,198
1972,M,15,Martin II,,198
1972,M,16,Sigma Pi,,197
1972,M,17,Beta Theta Pi,,197
1972,M,18,Phi Gamma Delta,,196
1972,M,19,Sigma Chi,,196
1972,M,20,Crone Hall,,196
1972,M,21,Alpha Tau Omega,,196
1972,M,22,Pi Kappa Alpha,,193
1972,M,23,Parks House,,193
1972,M,24,Shea Ground,,192
1972,M,25,Cravens Hall B,,191
1972,M,26,Alpha Sigma Phi,,190
1972,M,27,Sigma Nu,,190
1972,M,28,Pi Kappa Phi,,189
1972,M,29,Alpha Epsilon Pi,,188
1972,M,30,Evans Scholars,,187
1972,M,31,Sigma Alpha Mu,,186
1972,M,32,Kappa Delta Rho,,177
1972,M,33,Funky's Funkin' Hot Sprockets,,173
1971,M,1,Alpha Tau Omega,02:12.19,200
1971,M,2,Acacia,02:12.24,200
1971,M,3,Theta Chi,02:12.35,200
1971,M,4,Phi Gamma Delta,02:12.40,200
1971,M,5,Delta Chi,02:13.00,200
1971,M,6,Phi Delta Theta,02:13.04,200
1971,M,7,Kappa Sigma,02:13.07,200
1971,M,8,Sigma Nu,02:13.14,200
1971,M,9,Dodds House,02:13.33,200
1971,M,10,Sigma Chi,02:13.47,200
1971,M,11,Phi Kappa Psi,02:13.33,199
