Year,Gender,Place,Team,Finish Time,Laps
2010,F,17,Zeta Tau Alpha,01:13:48,96
2010,F,18,Phi Mu,01:13:52,96
2010,F,19,Cycledelics,01:13:33,95
2010,F,20,Alpha Chi Omega,01:13:34,95
2010,F,21,Alpha Phi,01:13:44,95
2010,F,22,Mezcla (W),01:13:54,95
2010,F,23,Dynamica,01:13:13,94
2010,F,24,Chi Omega,01:13:14,94
2010,F,25,Delta Zeta,01:13:14,92
2010,F,26,Delta Delta Delta,01:13:36,92
2010,F,27,Lioness Cycling,01:13:50,92
2010,F,28,Alpha Omicron Pi,01:13:30,91
2010,F,29,Air Force Women,01:13:31,91
2010,F,30,Alpha Epsilon Phi,01:13:55,91
2010,F,31,Last Chance,01:13:12,89
2010,F,32,Team Gluff,01:13:17,89
2010,F,33,Alpha Delta Pi,01:13:35,88
2009,M,1,Cutters,02:15:18,200
2009,M,2,Delta Tau Delta,02:15:19,200
2009,M,3,Phi Gamma Delta,02:15:20,200
2009,M,4,Team Major Taylor,02:15:20,200
2009,M,5,Black Key Bulls,02:15:20,200
2009,M,6,Phi Kappa Psi,02:15:21,200
2009,M,7,Delta Upsilon,02:15:22,200
2009,M,8,Alpha Tau Omega,02:15:23,200
2009,M,9,Gray Goat Cycling,02:15:24,200
2009,M,10,Sigma Chi,02:15:26,200
2009,M,11,Sigma Pi,,200
2009,M,12,Collins Bunny,,200
2009,M,13,Delta Sigma Pi,,200
2009,M,14,Acacia,,199
2009,M,15,Phi Delta Theta,,198
2009,M,16,Sigma Nu,,197
2009,M,17,Sigma Phi Epsilon,,196
2009,M,18,Delta Chi,,196
2009,M,19,Achtung,,194
2009,M,20,Sigma Alpha Mu,,193
2009,M,21,Twisted Steel,,193
2009,M,22,Evans Scholars,,193
2009,M,23,Theta Chi,,193
2009,M,24,Dodds House,,192
2009,M,25,Wright Cycling,,191
2009,M,26,Vicious & Delicious,,190
2009,M,27,Pi Kappa Phi,,189
2009,M,28,Kappa Sigma,,189
2009,M,29,Beta Theta Pi,,187
2009,M,30,CRU Cycling,,186
2009,M,31,Phi Sigma Kappa,,186
2009,M,32,Phi Kappa Sigma,,185
2009,M,33,Pi Kappa Alpha,,185
2009,F,1,Pi Beta Phi,01:13:16,100
2009,F,2,Delta Sigma Pi,01:13:17,100
2009,F,3,Kappa Delta,01:13:18,100
2009,F,4,Kappa Kappa Gamma,01:13:19,100
2009,F,5,Kappa Alpha Theta,01:13:20,100
2009,F,6,Delta Gamma,01:13:51,100
2009,F,7,Teter,01:14:14,100
2009,F,8,Wing It,01:14:17,100
2009,F,9,Army Women,01:14:44,99
2009,F,10,Athena,01:14:07,98
2009,F,11,Gamma Phi Beta,01:14:15,98
2009,F,12,Alpha Omicron Pi,01:14:16,98
2009,F,13,Zeta Tau Alpha,01:14:32,97
2009,F,14,Alpha Gamma Delta,01:14:16,96
2009,F,15,Couch,01:14:38,96
2009,F,16,Phi Mu,01:14:07,92
2009,F,17,Collins,01:14:28,92
2009,F,18,Cycledelics,01:14:21,91
2009,F,19,Alpha Xi Delta,01:14:27,91
2009,F,20,Alpha Chi Omega,01:13:50,90
2009,F,21,Chi Omega,01:13:54,88
2009,F,22,Mezcla,01:14:06,88
2009,F,23,Team Revolution,01:14:21,87
2009,F,24,Alpha Phi,01:14:38,87
2009,F,25,SoFA,01:14:43,85
2009,F,26,Lioness Cycling,01:14:05,82
2009,F,27,Delta Zeta,01:14:02,81
2009,F,28,Sigma Delta Tau,01:14:11,80
2009,F,29,Alpha Epsilon Phi,01:13:55,78
2009,F,30,Delta Delta Delta,01:13:41,75
2009,F,31,Alpha Delta Pi,01:13:43,73
2008,M,1,Cutters,02:10:00,200
2008,M,2,Team Major Taylor,02:10:22,200
2008,M,3,Alpha Tau Omega,02:10:23,200
2008,M,4,Dodds House,02:10:23,200
2008,M,5,Phi Kappa Psi,02:10:25,200
2008,M,6,RideDMC,02:11:00,200
2008,M,7,Wright,02:11:20,200
2008,M,8,Black Key Bulls,02:11:32,200
2008,M,9,Delta Upsilon,02:11:33,200
2008,M,10,Delta Sigma Pi (M),02:11:51,200
2008,M,11,Phi Gamma Delta,02:11:26,199
2008,M,12,Gray Goat Cycling,02:11:54,198
2008,M,13,Delta Tau Delta,02:11:53,196
2008,M,14,Sigma Alpha Mu,02:11:53,196
2008,M,15,Phi Delta Theta,02:11:38,194
2008,M,16,Acacia,02:11:52,193
2008,M,17,Achtung,02:11:57,193
2008,M,18,Sigma Nu,02:11:43,192
2008,M,19,Evans Scholars,02:11:58,192
2008,M,20,Sigma Pi,02:11:59,192
2008,M,21,Collins (M),02:11:19,191
2008,M,22,Phi Kappa Tau,02:11:52,191
2008,M,23,Beta Theta Pi,02:11:57,191
2008,M,24,Sigma Chi,02:11:18,190
2008,M,25,CRU Cycling,02:11:19,187
2008,M,26,Pi Kappa Alpha,02:11:23,186
2008,M,27,Team SoFA (M),02:11:43,186
2008,M,28,Phi Sigma Kappa,02:11:32,183
2008,M,29,Theta Chi,02:11:44,182
2008,M,30,Sigma Phi Epsilon,02:11:51,182
2008,M,31,Pi Kappa Phi,02:11:17,180
2008,M,32,Phi Kappa Sigma,02:11:57,179
2008,M,33,Chi Phi,02:11:57,171
2008,F,1,Delta Gamma,01:12.20,100
2008,F,2,Teter,01:12.22,100
2008,F,3,Delta Sigma Pi,01:12.23,100
2008,F,4,Kappa Alpha Theta,01:12.26,100
2008,F,5,Kappa Delta,01:12.32,100
2008,F,6,Wing It,01:13.06,100
2008,F,7,Cycledelics,01:13.07,100
2008,F,8,Pi Beta Phi,01:13.22,100
2008,F,9,Alpha Omicron Pi,01:13.53,100
2008,F,10,Alpha Gamma Delta,01:14.04,99
2008,F,11,Zeta Tau Alpha,01:14.08,99
2008,F,12,Kappa Kappa Gamma,01:14.09,98
2008,F,13,Couch,01:14.10,98
2008,F,14,Army,01:14.12,98
2008,F,15,Delta Zeta,01:14.12,98
2008,F,16,Gamma Phi Beta,01:13.46,97
2008,F,17,Athena,01:13.50,96
2008,F,18,Alpha Phi,01:13.46,95
2008,F,19,Alpha Xi Delta,01:14.06,95
2008,F,20,Phi Mu,01:13.46,93
2008,F,21,Collins,01:13.37,90
2008,F,22,Clutch,01:13.50,89
2008,F,23,Alpha Chi Omega,01:14.10,89
2008,F,24,Team Revolution,01:14.12,88
2008,F,25,Team SOFA,01:14.07,87
2008,F,26,Sigma Delta Tau,01:13.50,86
2008,F,27,Chi Omega,01:14.06,86
2008,F,28,Tau Tau Tau,01:13.36,85
2008,F,29,Delta Delta Delta,01:14.07,82
2008,F,30,Mezcla,01:13.32,81
2008,F,31,Alplha Epsilon Phi,01:14.12,79
2008,F,32,Alpha Delta Pi,01:14.00,77
2007,M,1,Cutters,02:07:48,200
2007,M,2,Phi Kappa Psi,02:07:48,200
2007,M,3,Black Key Bulls,02:07:48,200
2007,M,4,Dodds House,02:07:49,200
2007,M,5,Team Major Taylor,02:07:49,200
2007,M,6,Delta Upsilon,,0
2007,M,7,Phi Gamma Delta,,0
2007,M,8,Delta Sigma Pi,,0
2007,M,9,Achtung,,0
2007,M,10,Beta Theta Pi,,0
2007,M,11,Sigma Alpha Mu,,0
2007,M,12,Delta Tau Delta,,0
2007,M,13,Cinzano,,0
2007,M,14,Phi Delta Theta,,0
2007,M,15,Sigma Nu,,0
2007,M,16,Phi Sigma Kappa,,0
2007,M,17,Pi Kappa Phi,,0
2007,M,18,Wright Cycling,,0
2007,M,19,Acacia,,0
2007,M,20,Pi Kappa Alpha,,0
2007,M,21,IU Men's Rugby,,0
2007,M,22,Alpha Epsilon Pi,,0
2007,M,23,Evans Scholars,,0
2007,M,24,Theta Chi,,0
2007,M,25,Phi Kappa Sigma,,0
2007,M,26,Team SOFA,,0
2007,M,27,Kappa Sigma,,0
2007,M,28,Sigma Phi Epsilon,,0
2007,M,29,Chi Phi,,0
2007,M,30,Sigma Chi,,0
2007,M,31,Sigma Pi,,0
2007,M,32,Lambda Chi Alpha,,0
2007,M,33,ACC,,0
2007,F,1,Kappa Delta,01:11:09,100
2007,F,2,Teter (W),01:11:37,100
2007,F,3,Kappa Alpha Theta,01:11:38,100
2007,F,4,Cycledelics,01:11:49,100
2007,F,5,Kappa Kappa Gamma,01:11:51,100
2007,F,6,Delta Gamma,01:12:28,100
2007,F,7,Delta Sigma Pi (W),01:12:30,100
2007,F,8,Alpha Gamma Delta,01:12:30,100
2007,F,9,Athena,01:12:33,100
2007,F,10,Alpha Phi,01:12:40,100
2007,F,11,Delta Zeta,01:12:41,100
2007,F,12,Army Women,01:13:24,100
2007,F,13,Alpha Omicron Pi,01:13:25,100
2007,F,14,Gamma Phi Beta,01:13:28,100
2007,F,15,Bella Veloce,01:13:07,99
2007,F,16,Alpha Chi Omega,01:13:26,99
2007,F,17,Team Gluff,01:13:17,98
2007,F,18,Wing It,01:13:26,98
2007,F,19,High Ride,01:13:29,98
2007,F,20,Zeta Tau Alpha,01:13:34,97
2007,F,21,Chi Omega,01:13:01,96
2007,F,22,ACC (W),01:13:18,96
2007,F,23,Phi Mu,01:13:13,95
2007,F,24,Alpha Xi Delta,01:13:17,95
2007,F,25,Collins (W),01:13:35,95
2007,F,26,Pi Beta Phi,01:13:13,94
2007,F,27,Team Revolution,01:13:17,93
2007,F,28,Sigma Delta Tau,01:13:17,90
2007,F,29,Alpha Epsilon Phi,01:13:35,87
2007,F,30,Alpha Delta Pi,01:12:50,84
2007,F,31,Delta Delta Delta,01:13:28,81
2006,M,1,Alpha Tau Omega,02:08:11,200
2006,M,2,Dodds House,02:08:46,200
2006,M,3,Acacia,02:08:46,200
2006,M,4,Phi Gamma Delta,02:08:47,200
2006,M,5,Cutters,02:08:52,200
2006,M,6,Delta Upsilon,02:09:25,200
2006,M,7,Black Key Bulls,02:09:25,200
2006,M,8,Forest,02:09:25,198
2006,M,9,Beta Theta Pi,02:09:33,198
2006,M,10,Phi Kappa Sigma,02:09:28,197
2006,M,11,Sigma Pi,02:09:27,196
2006,M,12,Cinzano,02:09:02,195
2006,M,13,Phi Kappa Psi,02:09:20,195
2006,M,14,Briscoe,02:09:27,195
2006,M,15,Alpha Epsilon Pi,02:08:58,193
2006,M,16,LiSiHi,02:09:21,193
2006,M,17,Pi Kappa Phi,02:08:58,192
2006,M,18,Collins,02:09:32,192
2006,M,19,Evans Scholars,02:09:01,191
2006,M,20,Major Taylor United,02:09:03,191
2006,M,21,Chi Phi,02:09:04,191
2006,M,22,Achtung,02:09:08,191
2006,M,23,Wright,02:09:24,191
2006,M,24,Parrothead Cycling,02:08:57,190
2006,M,25,Sigma Alpha Mu,02:09:21,190
2006,M,26,Lambda Chi Alpha,02:09:28,190
2006,M,27,Rainbow Cycling,02:09:22,189
2006,M,28,Delta Sigma Pi (M),02:09:28,189
2006,M,29,Sigma Chi,02:09:06,188
2006,M,30,Pi Kappa Alpha,02:09:12,186
2006,M,31,Delta Tau Delta,02:08:55,183
2006,M,32,Theta Chi,02:09:31,183
2006,M,33,Ashton,02:09:32,181
2006,F,1,Kappa Kappa Gamma,01:08:34,100
2006,F,2,Kappa Delta,01:08:35,100
2006,F,3,Alpha Gamma Delta,01:08:36,100
2006,F,4,Alpha Phi,01:08:38,100
2006,F,5,Wright Cycledelics,01:08:53,100
2006,F,6,Alpha Chi Omega,01:09:07,100
2006,F,7,Kappa Alpha Theta,01:09:17,100
2006,F,8,Bella Veloce,01:09:18,100
2006,F,9,Athena,01:09:26,100
2006,F,10,Roadrunners,01:09:26,100
2006,F,11,Delta Gamma,01:09:10,99
2006,F,12,Teter,01:09:17,99
2006,F,13,Army Women,01:09:08,98
2006,F,14,Zeta Tau Alpha,01:09:18,98
2006,F,15,Delta Zeta,01:09:26,98
2006,F,16,Alpha Omicron Pi,01:09:26,98
2006,F,17,Wing It,01:09:00,97
2006,F,18,Delta Sigma Pi (W),01:09:08,97
2006,F,19,Stellar,01:09:18,97
2006,F,20,Chi Omega,01:09:20,96
2006,F,21,Team Revolution,01:09:01,95
2006,F,22,High Ride - Omega,01:09:26,95
2006,F,23,Phi Mu,01:08:55,93
2006,F,24,Alpha Kappa Psi,01:09:26,93
2006,F,25,Vitalita!,01:09:10,92
2006,F,26,Mezcla,01:09:11,91
2006,F,27,Pi Beta Phi,01:09:11,90
2006,F,28,Delta Delta Delta,01:08:52,89
2006,F,29,Briscoe RA's,01:09:26,89
2006,F,30,Alpha Xi Delta,01:09:03,87
2006,F,31,Sigma Delta Tau,01:08:53,85
2006,F,32,Alpha Zeta Nu,01:09:11,82
2006,F,33,Alpha Delta Pi,01:09:22,81
2005,M,1,Dodds House,02:09:51,200
2005,M,2,Phi Gamma Delta,02:09:51,200
2005,M,3,Delta Upsilon,02:10:05,200
2005,M,4,Briscoe,02:10:05,200
2005,M,5,Alpha Tau Omega,02:10:26,200
2005,M,6,Phi Kappa Psi,02:10:39,200
2005,M,7,Cutters,02:10:40,200
2005,M,8,LiSiHi,02:10:34,199
2005,M,9,Acacia,02:10:26,197
2005,M,10,Phi Kappa Sigma,02:10:30,197
2005,M,11,Chi Phi,02:10:36,197
2005,M,12,Phi Sigma Kappa,02:10:33,196
2005,M,13,Sigma Pi,02:10:35,196
2005,M,14,Forest,02:10:40,196
2005,M,15,Cinzano,02:10:45,196
2005,M,16,Team Major Taylor,02:10:32,195
2005,M,17,Alpha Epsilon Pi,02:10:27,194
2005,M,18,Beta Theta Pi,02:10:40,194
2005,M,19,Collins,02:10:12,193
2005,M,20,Parrothead Cycling,02:10:35,193
2005,M,21,Delta Sigma Pi,02:10:45,192
2005,M,22,Wright Cycling,02:10:45,191
2005,M,23,Achtung,02:10:15,190
2005,M,24,Sigma Nu,02:10:41,190
2005,M,25,Pi Kappa Alpha,02:10:45,190
2005,M,26,Pi Kappa Phi,02:10:45,190
2005,M,27,Sigma Chi,02:10:43,189
2005,M,28,Sigma Alpha Mu,02:10:40,185
2005,M,29,Delta Tau Delta,02:10:42,182
2005,M,30,Lambda Chi Alpha,02:10:43,180
2005,M,31,Zeta Beta Tau,02:10:15,178
2005,M,32,Delta Kappa epsilon,02:10:15,175
2005,M,33,Evans Scholars,02:10:18,174
2005,F,1,Teter,01:08:18,100
2005,F,2,Kappa Alpha Theta,01:08:25,100
2005,F,3,Kappa Kappa Gamma,01:08:28,100
2005,F,4,Kappa Delta,01:09:07,100
2005,F,5,Bella Veloce,01:09:07,100
2005,F,6,Alpha Phi,01:09:18,100
2005,F,7,Roadrunners,01:09:07,99
2005,F,8,Alpha Gamma Delta,01:09:07,99
2005,F,9,Delta Zeta,01:09:09,99
2005,F,10,Cycledelics,01:09:12,99
2005,F,11,Athena,01:09:00,98
2005,F,12,Delta Gamma,01:09:15,98
2005,F,13,Alpha Chi Omega,01:08:53,97
2005,F,14,Gamma Phi Beta,01:08:56,97
2005,F,15,Chi Omega,01:09:24,96
2005,F,16,Zeta Tau Alpha,01:08:50,65
2005,F,17,Alpha Kappa Psi,01:08:54,95
2005,F,18,Alpha Omicron Pi,01:08:55,95
2005,F,19,Alpha Xi Delta,01:08:48,94
2005,F,20,Team Stellar,01:08:56,94
2005,F,21,Army ROTC,01:09:00,94
2005,F,22,Delta Sigma Pi,01:09:01,94
2005,F,23,Collins,01:09:44,94
2005,F,24,Phi Mu,01:08:44,93
2005,F,25,Mezcla,01:08:50,93
2005,F,26,Speed,01:09:02,92
2005,F,27,Team Marshall,01:08:46,91
2005,F,28,Pi Beta Phi,01:09:21,91
2005,F,29,Sigma Delta Tau,01:09:19,87
2005,F,30,Alpha Delta Pi,01:09:23,87
2005,F,31,Delta Delta Delta,01:08:39,85
2005,F,32,Alpha Phi Omega,01:08:44,84
2004,M,1,Cutters,02:06:34,200
2004,M,2,Alpha Tau Omega,,0
2004,M,3,Phi Gamma Delta,,0
2004,M,4,Team Major Taylor,,0
2004,M,5,Briscoe,,0
2004,M,6,Acacia,,0
2004,M,7,ACR,,0
2004,M,8,Sigma Chi,,0
2004,M,9,Chi Phi,,0
2004,M,10,Dodds House,,0
2004,M,11,Sigma Nu,,0
2004,M,12,Delta Upsilon,,0
2004,M,13,Delta Tau Delta,,0
2004,M,14,Sincere,,0
2004,M,15,Phi Delta Theta,,0
2004,M,16,Phi Kappa Psi,,0
2004,M,17,Army,,0
2004,M,18,Forest,,0
2004,M,19,Delta Sigma Pi,,0
2004,M,20,Achtung,,0
2004,M,21,Sigma Pi,,0
2004,M,22,Teter,,0
2004,M,23,Kimball,,0
2004,M,24,Collins,,0
2004,M,25,Wilkie Cycling,,0
2004,M,26,Evans Scholars,,0
2004,M,27,Wright Cycling,,0
2004,M,28,Phi Kappa Sigma,,0
2004,M,29,IU Soccer,,0
2004,M,30,Foster International,,0
2004,M,31,Zeta Beta Tau,,0
2004,M,32,Lambda Chi Alpha,,0
2004,M,33,Sigma Alpha Mu,,0
2004,F,1,Kappa Kappa Gamma,01:09.29,100
2004,F,2,Teter,,0
2004,F,3,Kappa Alpha Theta,,0
2004,F,4,Alpha Gamma Delta,,0
2004,F,5,Delta Zeta,,0
2004,F,6,Delta Gamma,,0
2004,F,7,Roadrunners,,0
2004,F,8,Cycledelics,,0
2004,F,9,Gamma Phi Beta,,0
2004,F,10,Phi Mu,,0
2004,F,11,Alpha Chi Omega,,0
2004,F,12,Bella Veloce,,0
2004,F,13,Kappa Delta,,0
2004,F,14,Alpha Phi,,0
2004,F,15,Collins Women,,0
2004,F,16,Zeta Tau Alpha,,0
2004,F,17,Speed,,0
2004,F,18,Army ROTC,,0
2004,F,19,Chi Omega,,0
2004,F,20,Alpha Xi Delta,,0
2004,F,21,Athena,,0
2004,F,22,Alpha Omicron Pi,,0
2004,F,23,Delta Sigma Pi,,0
2004,F,24,Alpha Kappa Psi,,0
2004,F,25,Delta Delta Delta,,0
2004,F,26,Pi Beta Phi,,0
2004,F,27,McNutt Cycling,,0
2004,F,28,Alpha Phi Omega,,0
2004,F,29,Alpha Delta Pi,,0
2004,F,30,Mezcla,,0
2004,F,31,Sigma Delta Tau,,0
2004,F,32,Alpha Chi Sigma,,0
2003,M,1,Gafombi,02:05:33,200
2003,M,2,Team Major Taylor,02:05:33,200
2003,M,3,Acacia,02:05:33,200
2003,M,4,Corleones,02:05:33,200
2003,M,5,Dodds House,02:05:33,200
2003,M,6,ACR Cycling,02:05:33,200
2003,M,7,Cinzano,02:05:34,200
2003,M,8,Alpha Tau Omega,02:05:36,200
2003,M,9,Phi Gamma Delta,02:05:37,200
2003,M,10,Sigma Chi,02:05:37,200
2003,M,11,Pi Kappa Phi,02:05:53,200
2003,M,12,Cutters,02:05:56,200
2003,M,13,Phi Delta Theta,02:06:20,200
2003,M,14,Kimball,02:06:16,199
2003,M,15,Sigma Pi,02:06:16,198
2003,M,16,Briscoe,02:06:24,197
2003,M,17,Chi Phi,02:05:58,195
2003,M,18,Kappa Sigma,02:06:16,194
2003,M,19,Delta Upsilon,02:06:22,194
2003,M,20,Forest,02:04:45,190
2003,M,21,Collins,02:06:30,190
2003,M,22,Teter,02:05:38,185
2003,M,23,Sigma Nu,02:05:32,183
2003,M,24,Willkie,02:06:08,183
2003,M,25,Fratello,02:06:30,182
2003,M,26,Alpha Epsilon Pi,02:06:30,182
2003,M,27,Achtung,02:05:58,181
2003,M,28,Lambda Chi Alpha,02:03:18,180
2003,M,29,Alpha Sigma Phi,02:06:22,179
2003,M,30,Army,02:06:00,177
2003,M,31,Phi Kappa Psi,02:06:25,176
2003,M,32,ALTAashton,02:04:32,175
2003,M,33,Delta Sigma Pi,02:05:37,175
2003,F,1,Kappa Alpha Theta,01:10:25,100
2003,F,2,Roadrunners,01:10:29,100
2003,F,3,Kappa Delta,01:10:47,100
2003,F,4,Kappa Kappa Gamma,01:10:50,100
2003,F,5,Teter (W),01:11:25,100
2003,F,6,Delta Zeta,01:11:40,100
2003,F,7,Alpha Gamma Delta,01:11:32,99
2003,F,8,Gamma Phi Beta,01:11:33,99
2003,F,9,Athena,01:11:40,99
2003,F,10,Alpha Chi Omega,01:11:10,98
2003,F,11,Alpha Phi,01:11:33,98
2003,F,12,Cycledelics,01:10:59,97
2003,F,13,Hatrix,01:11:33,97
2003,F,14,Delta Delta Delta,01:11:13,96
2003,F,15,Pi Beta Phi,01:11:13,96
2003,F,16,Phi Mu,01:11:18,96
2003,F,17,Speed,01:11:32,96
2003,F,18,Alpha Xi Delta,01:10:59,95
2003,F,19,Delta Gamma,01:11:18,95
2003,F,20,Alpha Delta Pi,01:11:03,94
2003,F,21,Chi Omega,01:11:13,94
2003,F,22,Alpha Omicron Pi,01:11:28,94
2003,F,23,Read T-Dubs,01:11:00,90
2003,F,24,Army ROTC (W),01:11:17,90
2003,F,25,Alpha Phi Omega,01:11:32,90
2003,F,26,Delta Sigma Pi (W),01:11:33,90
2003,F,27,Zeta Tau Alpha,01:11:31,89
2003,F,28,Sigma Delta Tau,01:11:37,87
2003,F,29,Alpha Chi Sigma,01:10:49,68
2002,M,1,The Corleones,02:04.6,200
2002,M,2,Gafombi,02:05.3,200
2002,M,3,The Dodds House,02:05.3,200
2002,M,4,Sigma Phi Epsilon,02:05.2,199
2002,M,5,Pi Kappa Phi,02:05.5,199
2002,M,6,Phi Gamma Delta,02:05.4,198
2002,M,7,The Cutters,02:05.3,197
2002,M,8,Acacia,02:05.4,197
2002,M,9,Team Major Taylor,02:05.4,197
2002,M,10,Sigma Pi,02:05.3,196
2002,M,11,Phi Delta Theta,02:05.4,196
2002,M,12,Delta Chi,02:05.5,195
2002,M,13,Alpha Tau Omega,02:05.5,194
2002,M,14,Chi Phi,02:05.4,192
2002,M,15,Achtung,02:05.1,190
2002,M,16,Teter,02:05.2,190
2002,M,17,Kappa Sigma,02:05.4,190
2002,M,18,Briscoe,02:05.4,189
2002,M,19,Cinzano,02:05.3,188
2002,M,20,Fratello,02:05.3,185
2002,M,21,Delta Upsilon,02:05.6,185
2002,M,22,Delta Sigma Pi,02:05.6,183
2002,M,23,Sigma Nu,02:05.6,183
2002,M,24,Willkie,02:05.5,182
2002,M,25,Phi Kappa Psi,02:05.5,181
2002,M,26,Si Senor,02:05.3,179
2002,M,27,Forest,02:05.3,179
2002,M,28,ALTAshton,02:05.6,178
2002,M,29,Godspeed,02:05.6,176
2002,M,30,Lambda Chi Alpha,02:04.3,175
2002,M,31,Army,02:03.4,170
2002,M,32,Alpha Phi Omega,02:05.6,170
2002,M,33,Phi Sigma Kappa,02:05.6,159
2002,F,1,Roadrunners,01:09.58,100
2002,F,2,Kappa Kappa Gamma,01:09.59,100
2002,F,3,Kappa Alpha Theta,01:10.35,100
2002,F,4,Alpha Gamma Delta,01:10.41,99
2002,F,5,Delta Gamma,01:10.41,99
2002,F,6,Phi Mu,01:10.55,99
2002,F,7,Kappa Delta,01:10.51,98
2002,F,8,Landsharks,01:10.51,98
2002,F,9,Alpha Phi,01:10.54,98
2002,F,10,Con Fuoco,01:10.48,97
2002,F,11,Chi Omega,01:10.48,97
2002,F,12,Athena,01:10.51,97
2002,F,13,Delta Zeta,01:10.52,97
2002,F,14,Pi Beta Phi,01:11.08,97
2002,F,15,Alpha Chi Omega,01:10.50,95
2002,F,16,Single Speed Sprinters,01:10.56,95
2002,F,17,Alpha Xi Delta,01:11.07,95
2002,F,18,Alpha Phi Omega,01:10.56,94
2002,F,19,Hatrix,01:10.52,93
2002,F,20,Alpha Delta Pi,01:10.53,92
2002,F,21,Delta Delta Delta,01:10.56,92
2002,F,22,Zeta Tau Alpha,01:11.07,92
2002,F,23,Alpha Omicron Pi,01:11.08,91
2002,F,24,Delta Sigma Pi,01:10.41,90
2002,F,25,Forest Fire,01:10.56,90
2002,F,26,Sigma Delta Tau,01:11.08,88
2002,F,27,Teter,01:11.08,87
2002,F,28,Army ROTC,01:10.56,86
2002,F,29,Alpha Epsilon Phi,01:10.06,84
2001,M,1,Phi Delta Theta,02:16.6,200
2001,M,2,Teter,02:17.1,200
2001,M,3,Sigma Phi Epsilon,02:17.2,200
2001,M,4,Beta Theta Pi,02:17.3,200
2001,M,5,Delta Chi,02:17.3,200
2001,M,6,Chi Phi,02:17.0,199
2001,M,7,Cutters,02:17.0,199
2001,M,8,Acacia,02:17.4,199
2001,M,9,Cinzano,02:17.4,198
2001,M,10,Pi Kappa Phi,02:17.4,198
2001,M,11,The Dodds House,02:17.0,197
2001,M,12,Galveston,02:17.4,197
2001,M,13,Phi Gamma Delta,02:17.1,196
2001,M,14,Pi Kappa Alpha,02:16.5,195
2001,M,15,Kappa Sigma,02:17.0,195
2001,M,16,Briscoe Blur,02:17.0,195
2001,M,17,Achtung,02:17.1,195
2001,M,18,Delta Tau Delta,02:17.2,195
2001,M,19,Sigma Pi,02:17.2,193
2001,M,20,Sigma Alpha Epsilon,02:17.1,192
2001,M,21,Lambda Chi Alpha,02:17.4,191
2001,M,22,Alpha Tau Omega,02:17.2,189
2001,M,23,Foster,02:17.0,186
2001,M,24,Delta Upsilon,02:17.1,186
2001,M,25,Sigma Chi,02:17.2,185
2001,M,26,Mezcla,02:17.3,185
2001,M,27,Phi Kappa Psi,02:17.4,185
2001,M,28,Delta Sigma Pi,02:17.3,183
2001,M,29,Sigma Nu,02:17.2,182
2001,M,30,Forest,02:17.3,181
2001,M,31,Alpha Sigma Phi,02:17.4,180
2001,M,32,Evans Scholars,02:17.1,179
2001,M,33,Alpha Epsilon Pi,02:17.1,174
2001,F,1,Roadrunners,01:15.09,100
2001,F,2,Kappa Alpha Theta,01:15.10,100
2001,F,3,Kappa Delta,01:15.11,100
2001,F,4,Alpha Gamma Delta,01:15.29,100
2001,F,5,Con Fuoco,01:15.58,99
2001,F,6,Kappa Kappa Gamma,01:15.59,99
2001,F,7,Gamma Phi Beta,01:15.23,98
2001,F,8,Delta Gamma,01:15.30,98
2001,F,9,Wright Cycledelics,01:15.58,98
2001,F,10,Alpha Omicron Pi,01:16.06,98
2001,F,11,Alpha Delta Pi,01:16.06,98
2001,F,12,Phi Mu,01:15.31,97
2001,F,13,Athena,01:15.28,96
2001,F,14,Delta Zeta,01:15.32,96
2001,F,15,Alpha Phi,01:16.06,96
2001,F,16,Alpha Chi Omega,01:16.06,96
2001,F,17,Chi Omega,01:15.32,95
2001,F,18,Delta Delta Delta,01:15.39,95
2001,F,19,Zeta Tau Alpha,01:15.39,95
2001,F,20,Pi Beta Phi,01:16.04,95
2001,F,21,Single Speed Sprinters,01:15.23,94
2001,F,22,Alpha Xi Delta,01:16.06,93
2001,F,23,Alpha Phi Omega,01:16.06,92
2001,F,24,Forest,01:16.06,92
2001,F,25,Ashton,01:15.49,90
2001,F,26,Teter,01:15.50,90
2001,F,27,Delta Sigma Pi,01:15.55,89
2001,F,28,Sigma Delta Tau,01:15.23,88
2001,F,29,Army ROTC,01:15.35,86
2001,F,30,Alpha Epsilon Phi,01:15.54,84
2000,M,1,Cutters,02:08.3,200
2000,M,2,Phi Gamma Delta,,200
2000,M,3,Sigma Alpha Epsilon,,200
2000,M,4,Delta Chi,,200
2000,M,5,Phi Delta Theta,,199
2000,M,6,Delta Tau Delta,,198
2000,M,7,Theta Chi,,198
2000,M,8,Sigma Phi Epsilon,,198
2000,M,9,Sigma Chi,,197
2000,M,10,The Dodds House,,195
2000,M,11,Acacia,,194
2000,M,12,Cinzano,,193
2000,M,13,Pi Kappa Phi,,192
2000,M,14,Alpha Tau Omega,,192
2000,M,15,Fratello,,190
2000,M,16,Phi Kappa Psi,,189
2000,M,17,Beta Theta Pi,,189
2000,M,18,Teter Cycling,,188
2000,M,19,Lambda Chi Alpha,,188
2000,M,20,Kappa Sigma,,187
2000,M,21,Region Crew,,184
2000,M,22,Ashton Cycling,,183
2000,M,23,Sigma Nu,,181
2000,M,24,Alta,,180
2000,M,25,Delta Upsilon,,180
2000,M,26,Evans Scholars,,179
