2023,1,CUTTERS
2023,2,Delta Tau Delta
2023,3,Sigma Phi Epsilon
2023,4,Chi Alpha
2023,5,Phi Kappa Psi
2023,6,Sigma Alpha Epsilon
2023,7,Beta Sigma Psi
2023,8,Phi Delta Theta
2023,9,Phi Gamma Delta
2023,10,IUDM
2023,11,Ghost Cycling
2023,12,3PH
2023,13,Gray Goat
2023,14,Alpha Sigma Phi
2023,15,Forest Cycling
2023,16,Bears
2023,17,Alpha Kappa Psi
2023,18,Sigma Nu
2023,19,Cinzano
2023,20,Novus
2023,21,Evans Scholars
2023,22,CSF Cycling
2023,23,Lambda Chi Alpha
2023,24,Delta Sigma Pi
2023,25,Pi Kappa Alpha
2023,26,Human Wheels
2023,27,Beta Theta Pi
2023,28,Tau Epsilon Phi
2023,29,Alpha Kappa Lambda
2023,30,Wild Aces
2023,31,Phi Sigma Kappa
2023,32,Chi Phi
2023,33,Army
2022,1,Phi Delta Theta
2022,2,Sigma Phi Epsilon
2022,3,JETBLACH
2022,4,CUTTERS
2022,5,Gray Goat
2022,6,Phi Kappa Psi
2022,7,Chi Alpha
2022,8,Beta Sigma Psi
2022,9,Black Key Bulls
2022,10,Phi Gamma Delta
2022,11,Alpha Sigma Phi
2022,12,Bears
2022,13,Forest Cycling
2022,14,3PH Cycling
2022,15,CSF Cycling
2022,16,Delta Sigma Pi
2022,17,Ghost Cycling
2022,18,IUDM Cycling
2022,19,Novus Cycling
2022,20,Sigma Alpha Epsilon
2022,21,Beta Theta Pi
2022,22,Wild Aces Cycling
2022,23,Sigma Chi
2022,24,Sigma Nu
2022,25,Alpha Kappa Psi
2022,26,Team 25
2022,27,Delta Upsilon
2022,28,Lambda Chi Alpha
2022,29,Army Cycling
2022,30,Phi Sigma Kappa
2022,31,Phi Gamma Nu
2022,32,Evans Scholars
2022,33,McNutt
2021,1,Jetblach
2021,2,Cutters
2021,3,Sigma Phi Epsilon
2021,4,Chi Alpha
2021,5,Phi Kappa Psi
2021,6,Black Key Bulls
2021,7,Gray Goat
2021,8,Beta Sigma Psi
2021,9,Phi Delta Theta
2021,10,Phi Gamma delta
2021,11,3PH Cycling
2021,12,Bears
2021,13,CSF Cycling
2021,14,Acacia
2021,15,Pi Lambda Phi
2021,16,Delta Sigma Pi
2021,17,Army Cycling
2021,18,Phi Kappa Sigma
2021,19,Beta Theta Pi
2021,20,Delta Upsilon
2021,21,Forest Cycling
2021,22,Novus Cycling
2021,23,Theta Chi
2019,1,Cutters
2019,2,Bears
2019,3,Black Key Bulls
2019,4,Gray Goat
2019,5,3PH Cycling
2019,6,Jetblach
2019,7,Sigma Phi Epsilon
2019,8,Phi Kappa Psi
2019,9,Sigma Alpha Epsilon
2019,10,NEH Cycling
2019,11,Gafombi
2019,12,Phi Delta Theta
2019,13,Forest Cycling
2019,14,Sigma Chi
2019,15,Phi Gamma Delta
2019,16,Beta Sigma Psi
2019,17,Pi Lambda Phi
2019,18,Delta Upsilon
2019,19,Pi Kappa Alpha
2019,20,CSF Cycling
2019,21,Delta Sigma Pi
2019,22,Acacia
2019,23,Delta Chi
2019,24,Phi Gamma Nu
2019,25,Black Ice Cycling
2019,26,Chi Alpha
2019,27,Alpha Kappa Lambda
2019,28,Godspeed
2019,29,Theta Chi
2019,30,Alpha Sigma Phi
2019,31,Phi Kappa Tau
2019,32,Evans Scholars
2019,33,Phi Kappa Sigma
2018,1,Cutters
2018,2,Gray Goat
2018,3,Black Key Bulls
2018,4,Sigma Phi Epsilon
2018,5,Jetblach
2018,6,Sigma Alpha Epsilon
2018,7,Bears
2018,8,Beta Theta Pi
2018,9,Phi Kappa Psi
2018,10,3PH Cycling
2018,11,Delta Chi
2018,12,CSF Cycling
2018,13,Kappa Sigma
2018,14,Sigma Chi
2018,15,Forest Cycling
2018,16,Phi Delta Theta
2018,17,Phi Gamma Delta
2018,18,Delta Upsilon
2018,19,Pi Lambda Phi
2018,20,Acacia
2018,21,Chi Alpha
2018,22,Black Ice Cycling
2018,23,Pi Kappa Alpha
2018,24,Phi Sigma Kappa
2018,25,Alpha Epsilon Pi
2018,26,Delta Sigma Phi
2018,27,Beta Sigma Psi
2018,28,Alpha Kappa Lambda
2018,29,Alpha Sigma Phi
2018,30,Evans Scholars
2018,31,Lambda Chi Alpha
2018,32,Young Pioneers
2018,33,Theta Chi
2017,1,Black Key Bulls
2017,2,Gray Goat
2017,3,Cutters
2017,4,Beta Theta Pi
2017,5,Sigma Alpha Epsilon
2017,6,Bears
2017,7,Sigma Chi
2017,8,Sigma Phi Epsilon
2017,9,Phi Gamma Delta
2017,10,3PH
