2015,15,Delta Chi
2015,16,CSF
2015,17,Beta Theta Pi
2015,18,Sigma Pi
2015,19,Gray Goat
2015,20,Phi Gamma Delta
2015,21,Phi Kappa Sigma
2015,22,Pi Kappa Phi
2015,23,Northern Indiana Cycling
2015,24,Alpha Epsilon Pi
2015,25,Theta Chi
2015,26,Delta Sigma Pi
2015,27,Phi Sigma Kappa
2015,28,Collins Bucaneers
2015,29,Young Life
2015,30,Beta Sigma Psi
2015,31,Delta Upsilon
2015,32,Sigma Alpha Mu
2015,33,Alpha Tau Omega
2014,1,Phi Delta Theta
2014,2,Black Key Bulls
2014,3,Sigma Phi Epsilon
2014,4,Sigma Alpha Epsilon
2014,5,Phi Gamma Delta
2014,6,CSF Cycling
2014,7,Phi Kappa Sigma
2014,8,Beta Theta Pi
2014,9,Phi Kappa Psi
2014,10,Cutters
2014,11,Sigma Chi
2014,12,Delta Tau Delta
2014,13,Evans Scholars
2014,14,Sigma Alpha Mu
2014,15,Sigma Pi
2014,16,Dodds House
2014,17,Forest Cycling
2014,18,Wright Cycling
2014,19,Lambda Chi Alpha
2014,20,Delta Sigma Pi
2014,21,Gray Goat
2014,22,Delta Chi
2014,23,Pi Kappa Phi
2014,24,Alpha Epsilon Pi
2014,25,Alpha Tau Omega
2014,26,Delta Upsilon
2014,27,Pi Kappa Alpha
2014,28,Collins Buccaneers
2014,29,Northern Indiana Cycling
2014,30,Phi Kappa Tau
2014,31,Kappa Delta Rho
2014,32,Sigma Nu
2014,33,Phi Sigma Kappa
2013,1,Beta Theta Pi
2013,2,Black Key Bulls
2013,3,CSF
2013,4,Sigma Phi Epsilon
2013,5,Kappa Sigma
2013,6,Sigma Nu
2013,7,Phi Gamma Delta
2013,8,Phi Delta Theta
2013,9,Air Force
2013,10,Cutters
2013,11,Phi Kappa Psi
2013,12,Sigma Chi
2013,13,Delta Tau Delta
2013,14,Sigma Alpha Epsilon
2013,15,Alpha Epsilon Pi
2013,16,Theta Chi
2013,17,Phi Kappa Sigma
2013,18,Gray Goat
2013,19,Forest
2013,20,Evans Scholars
2013,21,Collins
2013,22,Pi Kappa Phi
2013,23,Delta Upsilon
2013,24,CRU Cycling
2013,25,Hillel
2013,26,Sigma Alpha Mu
2013,27,Delta Sigma Pi
2013,28,Alpha Tau Omega
2013,29,Lambda Chi Alpha
2013,30,Delta Chi
2013,31,Wright Cycling
2013,32,Kappa Delta Rho
2013,33,Pi Kappa Alpha
2012,1,Beta Theta Pi
2012,2,CSF Cycling
2012,3,Black Key Bulls
2012,4,Phi Delta Theta
2012,5,FIJI
2012,6,Sigma Nu
2012,7,Sigma Chi
2012,8,Cutters
2012,9,Delta Upsilon
2012,10,Delta Tau Delta
2012,11,Lamda Chi Alpha
2012,12,Delta Sigma Pi (M)
2012,13,Sigma Phi Epsilon
2012,14,Theta Chi
2012,15,Cru Cycling (M)
2012,16,Air Force Men
2012,17,Alpha Tau Omega
2012,18,Evans Scholars
2012,19,Alpha Epsilon Pi
2012,20,Forest
2012,21,Acacia
2012,22,Pi Kappa Phi
2012,23,Dodd's House
2012,24,Phi Kappa Tau
2012,25,Delta Chi
2012,26,Gray Goat
2012,27,Zeta Beta Tau
2012,28,Phi Kappa Sigma
2012,29,Sigma Alpha Epsilon
2012,30,Wright Cycling
2012,31,Amalgan
2012,32,Kappa Sigma
2012,33,Phi Kappa Psi
2011,1,Sigma Nu
2011,2,Cutters
2011,3,Sigma Chi
2011,4,Phi Delta Theta
2011,5,Delta Tau Delta
2011,6,Black Key Bulls
2011,7,Beta Theta Pi
2011,8,Air Force Men
2011,9,Cru Cycling (M)
2011,10,LAMP
2011,11,Evans Scholars
2011,12,Gray Goat
2011,13,Delta Sigma Pi (M)
2011,14,Theta Chi
2011,15,Kappa Sigma
2011,16,Delta Chi
2011,17,Phi Kappa Psi
2011,18,CSF Cycling
2011,19,Dodds House
2011,20,Achtung
2011,21,Hoosier Climber?
2011,22,#JungleExpress
2011,23,Emanon
2011,24,Phi Kappa Sigma
2011,25,Sigma Phi Epsilon
2011,26,Delta Upsilon
2011,27,Wright Cycling
2011,28,Sigma Alpha Epsilon
2011,29,Sigma Alpha Mu
2011,30,Acacia
2011,31,Pi Kappa Alpha
2011,32,Phi Gamma Delta
2011,33,Sigma Pi
2010,1,Cutters
2010,2,Phi Kappa Psi
2010,3,Gray Goat Cycling
2010,4,Delta Tau Delta
2010,5,Beta Theta Pi
2010,6,Phi Delta Theta
2010,7,Black Key Bulls
2010,8,Sigma Chi
2010,9,Hoosier Climber?
2010,10,Evans Scholars
2010,11,Phi Gamma Delta
2010,12,Delta Chi
2010,13,Pi Kappa Phi
2010,14,Cru
2010,15,Delta Upsilon
2010,16,Kappa Sigma
2010,17,Wright Cycling
2010,18,Zeta Beta Tau
2010,19,Sigma Phi Epsilon
2010,20,Delta Sigma Pi (M)
2010,21,Sigma Nu
2010,22,Acacia
2010,23,Emanon
2010,24,Theta Chi
2010,25,Phi Sigma Kappa
2010,26,Air Force Cycling
2010,27,Achtung!
2010,28,Collins Bunny Gamma
2010,29,Sigma Alpha Mu
2010,30,Lambda Chi Alpha
2010,31,Phi Kappa Sigma
2010,32,Dodds House
2010,33,Cycling For Freedom
2009,1,Phi Delta Theta
2009,2,Phi Gamma Delta
2009,3,Cutters
2009,4,Team Major Taylor
2009,5,Delta Tau Delta
2009,6,Black Key Bulls
2009,7,Gray Goat Cycling
2009,8,Wright Cycling
2009,9,Sigma Chi
2009,10,Acacia
2009,11,Phi Kappa Psi
2009,12,Alpha Tau Omega
2009,13,Sigma Nu
2009,14,Vicious and Delcious
2009,15,Sigma Phi Epsilon
2009,16,Delta Sigma Pi (M)
2009,17,CRU Cycling
2009,18,Pi Kappa Alpha
2009,19,Sigma Pi
2009,20,Twisted Steel
2009,21,Evans Scholars
2009,22,Achtung
2009,23,Delta Upsilon
2009,24,Sigma Alpha Mu
2009,25,Dodds House
2009,26,Kappa Sigma
2009,27,Theta Chi
2009,28,Collins Bunny Gamma
2009,29,Delta Chi
2009,30,Phi Kappa Sigma
2009,31,Phi Sigma Kappa
2009,32,Pi Kappa Phi
2009,33,Beta Theta Pi
2008,1,Sigma Alpha Mu
2008,2,Team Major Taylor
2008,3,Phi Kappa Psi
2008,4,Phi Delta Theta
2008,5,Acacia
2008,6,Delta Upsilon
2008,7,Ride DMC
2008,8,Sigma Phi Epsilon
2008,9,Delta Tau Delta
2008,10,Phi Kappa Tau
2008,11,Delta Sigma Pi
2008,12,Sigma Nu
2008,13,Cutters
2008,14,Phi Gamma Delta
2008,15,Sigma Chi
2008,16,Dodds House
2008,17,Black Key Bulls
2008,18,Collins
2008,19,Wright
2008,20,CRU Cycling
2008,21,Pi Kappa Alpha
2008,22,Evans Scholars
2008,23,GGS Cycling
2008,24,Beta Theta Pi
2008,25,Sigma Pi
2008,26,Alpha Tau Omega
2008,27,Phi Kappa Sigma
2008,28,Pi Kappa Phi
2008,29,Phi Sigma Kappa
2008,30,Achtung
2008,31,SoFA
2008,32,Theta Chi
2008,33,Chi Phi
2007,1,Phi Kappa Psi
2007,2,Beta Theta Pi
2007,3,Pi Kappa Alpha
2007,4,Phi Delta Theta
2007,5,Cutters
2007,6,Black Key Bulls
2007,7,Phi Gamma Delta
2007,8,Team Major Taylor
2007,9,Dodds House
2007,10,Delta Sigma Pi
2007,11,Sigma Alpha Mu
2007,12,Theta Chi
2007,13,Delta Tau Delta
2007,14,Alpha Epsilon Pi
2007,15,Acacia
2007,16,Cinzano
2007,17,Evans Scholars
2007,18,Achtung
2007,19,Sigma Phi Epsilon
2007,20,Kappa Sigma
2007,21,Phi Kappa Sigma
2007,22,Delta Upsilon
2007,23,Sigma Nu
2007,24,Phi Sigma Kappa
2007,25,Wright Cycling
2007,26,Sigma Chi
2007,27,Team SOFA
2007,28,IU Mens Rugby
2007,29,ACC
2007,30,Sigma Pi
2007,31,Chi Phi
2007,32,Lambda Chi Alpha
2007,33,Pi Kappa Phi
2006,1,Cutters
2006,2,Phi Kappa Psi
2006,3,Dodds House
2006,4,Beta Theta Pi
2006,5,Sigma Alpha Mu
2006,6,Phi Gamma Delta
2006,7,Alpha Tau Omega
2006,8,Li Si Hi
2006,9,Parrot Head Cycling
2006,10,Delta Upsilon
2006,11,Sigma Pi
2006,12,Lambda Chi Alpha
2006,13,Forest
2006,14,Pi Kappa Alpha
2006,15,Major Taylor United
2006,16,Briscoe
2006,17,Acacia
2006,18,Alpha Epsilon Pi
2006,19,Collins
2006,20,Phi Kappa Sigma
2006,21,Evans  Scholars
2006,22,Black Key Bulls
2006,23,Pi Kappa Phi
2006,24,Theta Chi
2006,25,Delta Sigma Pi
2006,26,Sigma Chi
2006,27,Rainbow  Cycling
2006,28,Achtung
2006,29,Wright Cycling
2006,30,Ashton/Teter
2006,31,Cinzano
2006,32,Chi Phi
2006,33,Delta Tau Delta
2005,1,Phi Kappa Psi
2005,2,Briscoe
2005,3,Cutters
2005,4,Alpha Tau Omega
2005,5,Phi Gamma Delta
2005,6,Dodds House
2005,7,Sigma Nu
2005,8,Sigma Pi
2005,9,Delta Upsilon
2005,10,Delta Sigma Pi
2005,11,Collins
2005,12,LiSiHi
2005,13,Acacia
2005,14,Cinzano
2005,15,Wright Cycling
2005,16,Forest
2005,17,Achtung
2005,18,Parrothead
2005,19,Phi Sigma Kappa
2005,20,Pi Kappa Phi
2005,21,Alpha Epsilon Pi
2005,22,Team Major Taylor
2005,23,Sigma Alpha Mu
2005,24,Phi Kappa Sigma
2005,25,Lambda Chi Alpha
2005,26,Pi Kappa Alpha
2005,27,Zeta Beta Tau
2005,28,Delta Kappa epsilon
2005,29,Beta Theta Pi
2005,30,Sigma Chi
2005,31,Delta Tau Delta
2005,32,Evans Scholars
2005,33,Mezcla
2004,1,Team Major Taylor
2004,2,Sigma Nu
2004,3,ACR Cycling
2004,4,Alpha Tau Omega
2004,5,Briscoe
2004,6,Phi Gamma Delta
2004,7,Phi Kappa Psi
2004,8,Delta Upsilon
2004,9,Acacia
2004,10,Cutters
2004,11,Sigma Chi
2004,12,Kimball
2004,13,Dodds House
2004,14,Sincere Cycling
2004,15,Phi Delta Theta
2004,16,Achtung
2004,17,Zeta Beta Tau
2004,18,Army
2004,19,Delta Sigma Pi (M)
2004,20,Forest
2004,21,Chi Phi
2004,22,Delta Tau Delta
2004,23,Sigma Pi
2004,24,Collins
2004,25,Willkie Cycling
2004,26,Phi Kappa Sigma
2004,27,IU Soccer
2004,28,Wright Cycling
2004,29,Evans  Scholars
2004,30,Lambda Chi Alpha
2004,31,Teter
2004,32,Sigma Alpha Mu
2004,33,Foster International
2003,1,Phi Gamma Delta
2003,2,Team Major Taylor
2003,3,Corleones
2003,4,Gafombi
2003,5,ACR Cycling
2003,6,Dodds House
2003,7,Cinzano
2003,8,Phi Delta Theta
2003,9,Pi Kappa Phi
2003,10,Sigma Nu
2003,11,Acacia
2003,12,Kimball
2003,13,Collins
2003,14,Alpha Tau Omega
2003,15,Fratello
2003,16,Briscoe
2003,17,Delta Upsilon
2003,18,Willkie
2003,19,Lambda Chi Alpha
2003,20,Achtung
2003,21,Delta Sigma Pi
2003,22,Sigma Pi
2003,23,Forest
2003,24,Cutters
2003,25,Sigma Chi
2003,26,Alpha Epsilon Pi
2003,27,Alpha Sigma Phi
2003,28,Kappa Sigma
2003,29,Teter
2003,30,Army
2003,31,Alta
2003,32,Chi Phi
2003,33,Phi Kappa Psi
2002,1,Phi Delta Theta
2002,2,Phi Gamma Delta
2002,3,Team Major Taylor
2002,4,Corleones
2002,5,Teter
2002,6,Achtung
2002,7,Dodds House
2002,8,Sigma Phi Epsilon
2002,9,Gafombi
2002,10,Pi Kappa Phi
2002,11,Kappa Sigma
2002,12,Fratello
2002,13,Sigma Pi
2002,14,Acacia
2002,15,Cutters
2002,16,Alta
2002,17,Godspeed
2002,18,Sigma Nu
2002,19,Briscoe
2002,20,Cinzano
2002,21,Chi Phi
2002,22,Phi Kappa Psi
2002,23,Alpha Tau Omega
2002,24,Army
2002,25,Si Senor
2002,26,Forest
2002,27,Alpha Phi Omega
2002,28,Delta Chi
2002,29,Delta Sigma Pi
2002,30,Willkie
2002,31,Delta Upsilon
2002,32,Phi Sigma Kappa
2002,33,Lambda Chi Alpha
2001,1,FIJI
2001,2,Delta Chi
2001,3,Sigma Phi Epsilon
2001,4,Phi Delta Theta
2001,5,Alpha Tau Omega
2001,6,Briscoe
2001,7,Chi Phi
2001,8,Cinzano
2001,9,Dodds House
2001,10,Teter (M)
2001,11,Galveston
2001,12,Beta Theta Pi
2001,13,Delta Tau Delta
2001,14,Sigma Nu
2001,15,Kappa Sigma
2001,16,Lambda Chi Alpha
2001,17,Achtung
2001,18,Sigma Alpha Epsilon
2001,19,Sigma Chi
2001,20,Alpha Sigma Phi
2001,21,Pi Kappa Alpha
2001,22,Acacia
2001,23,Phi Kappa Psi
2001,24,Mezcla
2001,25,Cutters
2001,26,Pi Kappa Phi
2001,27,Forest (M)
2001,28,Sigma Pi
2001,29,Foster
2001,30,Evans
2001,31,Delta Upsilon
2001,32,Alpha Epsilon Pi
2001,33,Delta Sigma Pi (M)
2000,1,Delta Chi
2000,2,Dodds House
2000,3,Cutters
2000,4,Sigma Phi Epsilon
2000,5,Phi Delta Theta
2000,6,Sigma Alpha Epsilon
2000,7,Delta Tau Delta
2000,8,Phi Gamma Delta
2000,9,Chi Phi
2000,10,Sigma Nu
2000,11,Pi Kappa Phi
2000,12,Alpha Tau Omega
2000,13,Lambda Chi Alpha
2000,14,Beta Theta Pi
2000,15,Acacia
2000,16,Sigma Chi
2000,17,Delta Upsilon
2000,18,Theta Chi
2000,19,Fratello
2000,20,Teter
2000,21,Alpha Epsilon  Pi
2000,22,Region  Crew
2000,23,Cinzano
2000,24,Ashton
2000,25,Alta
2000,26,Phi Kappa Psi
2000,27,Kappa Sigma
2000,28,Evans Scholars
2000,29,Delta Sigma Pi
2000,30,Ziegler  (Collins)
2000,31,Sigma Pi
2000,32,Zeta Beta Tau
2000,33,Sigma Alpha Mu
1999,1,Phi Delta Theta
1999,2,Sigma Phi Epsilon
1999,3,Phi Gamma Delta
1999,4,Phi Kappa Psi
1999,5,Dotson
1999,6,Pi Kapa Phi
1999,7,Sigma Nu
1999,8,Dodds House
1999,9,Chi Phi
1999,10,Fratello
1999,11,Alpha Chi Sigma
1999,12,Delta Chi
1999,13,Cutters
1999,14,Lambda Chi Alpha
1999,15,Theta Chi
1999,16,Collins Cycling
1999,17,Delta Tau Delta
1999,18,Acacia
1999,19,Sigma Alpha Epsilon
1999,20,Beta Theta Pi
1999,21,Sigma Chi
1999,22,Alta
1999,23,Delta Upsilon
1999,24,Alpha Tau Omega
1999,25,Hickory
1999,26,Delta Sigma Pi
1999,27,Kappa Sigma
1999,28,Wright Cycling
1999,29,Cinzano
1999,30,Teter
1999,31,Evans Scholars
1999,32,Alpha Phi Omega
1999,33,Alpha Sigma Phi
1998,1,Dodds House
1998,2,Sogma Alpha Epsilon
1998,3,Pi Kappa Alpha
1998,4,Pi Kappa Phi
1998,5,Chi Phi
1998,6,Sigma Phi Epsilon
1998,7,Phi Kappa Psi
1998,8,Cutters
1998,9,Phi Gamma Delta
1998,10,Acacia
1998,11,Beta Theta Pi
1998,12,Theta Chi
1998,13,Lambda Chi Alpha
1998,14,Delta Chi
1998,15,Delta Tau Delta
1998,16,Sigma Nu
1998,17,Alpha Sigma Phi
1998,18,Alta
1998,19,Collins Buccaneers
1998,20,Mezcla
1998,21,Sigma Chi
1998,22,Alpha Tau Omega
1998,23,Sigma Pi
1998,24,Alpha Epsilon Pi
1998,25,Region Crew
1998,26,Cinzano
1998,27,Delta Sigma Pi
1998,28,Teter
1998,29,Delta Upsilon
1998,30,Phi Sigma Kappa
1998,31,Forest
1998,32,Wright Cycling
1998,33,Sigma Alpha Mu
1997,1,Sigma Alpha Epsilon
1997,2,Phi Kappa Psi
1997,3,Sigma Nu
1997,4,Phi Delta Theta
1997,5,Dodds House
1997,6,Sigma Phi Epsilon
1997,7,Phi Gamma Delta
1997,8,Sigma Chi
1997,9,Beta Theta Pi
1997,10,Delta Chi
1997,11,Delta Upsilon
1997,12,Acacia
1997,13,Delta Tau Delta
1997,14,Pi Kappa Alpha
1997,15,Theta Chi
1997,16,South Cottage Grove
1997,17,Pi Kappa Phi
1997,18,Pneuma
1997,19,Cutters
1997,20,Chi Phi
1997,21,Cinzano
1997,22,Alpha Tau Omega
1997,23,Kappa Sigma
1997,24,Sigma Pi
1997,25,Mezcla
1997,26,Wright Cycling
1997,27,Collins Buccaneers
1997,28,Alpha Sigma Phi
1997,29,Evans Scholars
1997,30,McNutt Cychos
1997,31,Zeta Beta Tau
1997,32,Lambda Chi Alpha
1997,33,Army ROTC
1996,1,Sigma Chi
1996,2,Phi Delta Theta
1996,3,Phi Kappa Psi
1996,4,Sigma Alpha Epsilon
1996,5,Dodds House
1996,6,Acacia
1996,7,Pi Kappa Alpha
1996,8,Wright Cycling
1996,9,Beta Theta Pi
1996,10,Pneuma
1996,11,Sigma Nu
1996,12,Sigma Phi Epsilon
1996,13,Cutters
1996,14,Phi Gamma Delta
1996,15,Delta Chi
1996,16,Theta Chi
1996,17,Alpha Sigma Phi
1996,18,Cinzano
1996,19,Delta Tau Delta
1996,20,Alpha Epsilon Pi
1996,21,Collins Buccaneers
1996,22,McNutt
1996,23,Team College Life
1996,24,Alpha Tau Omega
1996,25,Sigma Pi
1996,26,Briscoe Thrillseekers
1996,27,Sigma Alpha Mu
1996,28,TFAT
1996,29,Pi Kapa Phi
1996,30,Lambda Chi Alpha
1996,31,Willkie
1996,32,Mezcla
1996,33,Chi Phi
1995,1,Phi Delta Theta
1995,2,Dodds House
1995,3,Sigma Alpha Epsilon
1995,4,Sigma Phi Epsilon
1995,5,Sigma Chi
1995,6,Lambda Chi Alpha
1995,7,Acacia
1995,8,Phi Gamma Delta
1995,9,Phi Kappa Psi
1995,10,Alpha Epsilon Pi
1995,11,Sigma Nu
1995,12,Pi Kappa Alpha
1995,13,Delta Chi
1995,14,Pi Kappa Phi
1995,15,Cutters
1995,16,Beta Theta Pi
1995,17,TFAT
1995,18,Kappa Sigma
1995,19,Delta Sigma Pi
1995,20,Theta Chi
1995,21,Alpha Tau Omega
1995,22,Human Wheels
1995,23,Delta Upsilon
1995,24,Wright Cycling
1995,25,Team College Life
1995,26,C-A-T
1995,27,Delta Tau Delta
1995,28,Sigma Alpha Mu
1995,29,Alpha Phi Omega
1995,30,Alpha Sigma Phi
1995,31,Kappa Delta Rho
1995,32,Zeta Beta Tau
1995,33,Phi Kappa Theta
1994,1,Pi Kappa Alpha
1994,2,Phi Delta Theta
1994,3,Delta Chi
1994,4,Sigma Alpha Epsilon
1994,5,Sigma Chi
1994,6,Cutters
1994,7,Phi Gamma Delta
1994,8,Deltla Upsilon
1994,9,Acacia
1994,10,Alpha Sigma Phi
1994,11,Team College Life
1994,12,Sigma Phi Epsilon
1994,13,Wright Cycling
1994,14,Sammy & Co.
1994,15,Dodds House
1994,16,Lambda Chi Alpha
1994,17,Cyclones
1994,18,Phi Kappa Psi
1994,19,Alpha Epsilon Pi
1994,20,Sigma Nu
1994,21,Team Last Chance
1994,22,Read Zoo Gods
1994,23,Pi Kappa Phi
1994,24,Cinzano
1994,25,Sigma Pi
1994,26,Beta Theta Pi
1994,27,Theta Chi
1994,28,Collins-Graitas
1994,29,Human Wheels
1994,30,Delta Tau Delta
1994,31,McNutt Racing Team
1994,32,Kappa Sigma
1994,33,Zeta Beta Tau
1993,1,Deltla Chi
1993,2,Pi Kappa Alpha
1993,3,Sigma Alpha Epsilon
1993,4,Phi Gamma Delta
1993,5,Delta Tau Delta
1993,6,Delta Upsilon
1993,7,Phi Delta Theta
1993,8,Phi Kappa Psi
1993,9,Cinzano
1993,10,Sigma Nu
1993,11,Pi Kappa Phi
1993,12,Lambda Chi Alpha
1993,13,Dodds House
1993,14,Alpha Epsilon Pi
1993,15,Team College Life
1993,16,Tau Kappa Epsilon
1993,17,Cyclones
1993,18,Acacia
1993,19,Cutters
1993,20,Foster RSV
1993,21,Sigma Alpha Mu-Delta Sigma Pi
1993,22,Sigma Chi
1993,23,Theta Chi
1993,24,T.F.A.T.
1993,25,Evans Scholars
1993,26,Sigma Phi Epsilon
1993,27,Beta Theta Pi
1993,28,Chi Phi
1993,29,McNutt
1993,30,Collins-Graitas
1993,31,Zeta Beta Tau
1993,32,Sigma Pi
1993,33,Kappa Delta Rho
1992,1,Pi Kappa Alpha
1992,2,Sigma Chi
1992,3,Cinzano
1992,4,Alpha Epsilon Pi
1992,5,Phi Kappa Psi
1992,6,Sigma Pi
1992,7,Delta Tau Delta
1992,8,Delta Chi
1992,9,Evans Scholars
1992,10,Lambda Chi Alpha
1992,11,Acacia
1992,12,Phi Gamma Delta
1992,13,Cutters
1992,14,Phi Delta Theta
1992,15,Chi Phi
1992,16,McNutt Racing
1992,17,Kappa Sigma
1992,18,Dodds House
1992,19,Sigma Alpha Epsilon
1992,20,Theta Chi
1992,21,Team College Life
1992,22,Sigma Phi Epsilon
1992,23,Pi Kappa Phi
1992,24,Alpha Sigma Phi
1992,25,Foster
1992,26,Delta Upsilon
1992,27,Willkie-Read
1992,28,Phi Kappa Tau
1992,29,Zeta Beta Tau
1992,30,IMO Major Taylor
1992,31,Tau Kappa Epsilon
1992,32,Sigma Alpha Mu
1992,33,Cyclones
1991,1,Acacia
1991,2,Sigma Pi
1991,3,Sigma Chi
1991,4,Beta Theta Pi
1991,5,Cinzano
1991,6,Foster
1991,7,Delta Tau Delta
1991,8,Team College Life
1991,9,Sigma Alpha Mu
1991,10,Wilkie System W
1991,11,Delta Chi
1991,12,Phi Gamma Delta
1991,13,Kappa Sigma
1991,14,Phi Kappa Psi
1991,15,Cutters
1991,16,Pi Kappa Alpha
1991,17,Delta Upsilon
1991,18,Theta Chi
1991,19,Phi Delta Theta
1991,20,Sigma Nu
1991,21,Chi Phi
1991,22,Lambda Chi Alpha
1991,23,Team Funk
1991,24,Evans Scholars
1991,25,Team Independence
1991,26,Pi Kappa Phi
1991,27,Phi Kappa Tau
1991,28,Dodds House
1991,29,Sigma Phi Epsilon
1991,30,Alpha Epsilon Pi
1991,31,TMC
1991,32,Alpha Tau Omega
1991,33,Sigma Alpha Epsilon
1990,1,Phi Gamma Delta
1990,2,Pi Kappa Phi
1990,3,Acacia
1990,4,Beta Theta Pi
1990,5,Sigma Chi
1990,6,Delta Tau Delta
1990,7,Sigma Pi
1990,8,Foster RSV
